Flight_ID,Carrier_Code,Carrier_Name,Origin_City,Origin_IATA,Destination_City,Destination_IATA,Great_Circle_km,Departure_UTC,Arrival_UTC,Block_Hours,Cutoff_UTC,ULD_Capacity_kg,ULD_Volume_m3,Booked_kg,Cost_per_kg,CO2_per_ton_km,Volumetric_Divisor,Accepts_Hazmat,Flight_Status
AF0243,AI,Air India Cargo,Ahmedabad,AMD,Kolkata,CCU,1618.9,2026-09-18T15:00,2026-09-18T18:21,3.36,2026-09-18T11:00,6804,40.74,3201,60.58,0.64505,6000,YES,SCHEDULED
AF0244,BDQ,BlueDart Aviation,Ahmedabad,AMD,Kolkata,CCU,1618.9,2026-09-20T21:00,2026-09-21T00:21,3.36,2026-09-20T17:00,1588,9.51,706,49.78,0.62424,6000,NO,SCHEDULED
AF0245,6E,IndiGo CarGo,Kolkata,CCU,Ahmedabad,AMD,1618.9,2026-09-24T10:00,2026-09-24T13:21,3.36,2026-09-24T06:00,4626,27.7,1323,50.34,0.61231,6000,YES,SCHEDULED
AF0246,BDQ,BlueDart Aviation,Kolkata,CCU,Ahmedabad,AMD,1618.9,2026-09-19T15:00,2026-09-19T18:21,3.36,2026-09-19T11:00,3175,19.01,1633,50.25,0.60437,6000,NO,SCHEDULED
AF0247,6E,IndiGo CarGo,Ahmedabad,AMD,Mangaluru,IXE,1149.6,2026-09-22T20:00,2026-09-22T22:36,2.6,2026-09-22T16:00,3175,19.01,2015,55.18,0.57841,6000,YES,SCHEDULED
AF0248,BDQ,BlueDart Aviation,Mangaluru,IXE,Ahmedabad,AMD,1149.6,2026-09-20T08:00,2026-09-20T10:36,2.6,2026-09-20T04:00,6804,40.74,2893,41.09,0.68191,6000,NO,SCHEDULED
AF0249,QP,Akasa Freight,Mangaluru,IXE,Ahmedabad,AMD,1149.6,2026-09-24T10:00,2026-09-24T12:36,2.6,2026-09-24T06:00,4626,27.7,1694,43.48,0.67936,6000,YES,SCHEDULED
AF0250,AI,Air India Cargo,Mangaluru,IXE,Ahmedabad,AMD,1149.6,2026-09-22T14:00,2026-09-22T16:36,2.6,2026-09-22T10:00,3175,19.01,871,72.82,0.64785,6000,NO,SCHEDULED
AF0251,6E,IndiGo CarGo,Ahmedabad,AMD,Tiruchirappalli,TRZ,1507.9,2026-09-23T22:00,2026-09-24T01:10,3.18,2026-09-23T18:00,3175,19.01,1392,40.75,0.58821,6000,NO,SCHEDULED
AF0252,QP,Akasa Freight,Ahmedabad,AMD,Tiruchirappalli,TRZ,1507.9,2026-09-24T02:00,2026-09-24T05:10,3.18,2026-09-23T22:00,1588,9.51,971,77.69,0.58126,6000,NO,SCHEDULED
AF0253,AI,Air India Cargo,Tiruchirappalli,TRZ,Ahmedabad,AMD,1507.9,2026-09-19T15:00,2026-09-19T18:10,3.18,2026-09-19T11:00,6804,40.74,4848,88.32,0.60008,6000,YES,SCHEDULED
AF0254,AI,Air India Cargo,Tiruchirappalli,TRZ,Ahmedabad,AMD,1507.9,2026-09-22T17:00,2026-09-22T20:10,3.18,2026-09-22T13:00,6804,40.74,5268,80.36,0.62428,6000,YES,SCHEDULED
AF0255,QP,Akasa Freight,Delhi,DEL,Kolkata,CCU,1317.8,2026-09-21T04:00,2026-09-21T06:52,2.88,2026-09-21T00:00,4626,27.7,2657,87.36,0.59412,6000,YES,SCHEDULED
AF0256,BDQ,BlueDart Aviation,Delhi,DEL,Kolkata,CCU,1317.8,2026-09-23T19:00,2026-09-23T21:52,2.88,2026-09-23T15:00,6804,40.74,2768,79.16,0.59929,6000,YES,SCHEDULED
AF0257,6E,IndiGo CarGo,Delhi,DEL,Kolkata,CCU,1317.8,2026-09-24T10:00,2026-09-24T12:52,2.88,2026-09-24T06:00,4626,27.7,2844,47.7,0.6446,6000,NO,SCHEDULED
AF0258,QP,Akasa Freight,Kolkata,CCU,Delhi,DEL,1317.8,2026-09-24T18:00,2026-09-24T20:52,2.88,2026-09-24T14:00,6804,40.74,2606,48.96,0.61256,6000,NO,SCHEDULED
AF0259,AI,Air India Cargo,Kolkata,CCU,Delhi,DEL,1317.8,2026-09-18T02:00,2026-09-18T04:52,2.88,2026-09-17T22:00,1588,9.51,647,88.83,0.61424,6000,NO,SCHEDULED
AF0260,BDQ,BlueDart Aviation,Delhi,DEL,Mangaluru,IXE,1771.1,2026-09-18T17:00,2026-09-18T20:36,3.61,2026-09-18T13:00,4626,27.7,2470,81.58,0.56977,6000,NO,SCHEDULED
AF0261,AI,Air India Cargo,Delhi,DEL,Mangaluru,IXE,1771.1,2026-09-19T07:00,2026-09-19T10:36,3.61,2026-09-19T03:00,3175,19.01,2649,47.57,0.54655,6000,NO,SCHEDULED
AF0262,AI,Air India Cargo,Delhi,DEL,Mangaluru,IXE,1771.1,2026-09-18T07:00,2026-09-18T10:36,3.61,2026-09-18T03:00,1588,9.51,455,83.82,0.6044,6000,NO,SCHEDULED
AF0263,QP,Akasa Freight,Mangaluru,IXE,Delhi,DEL,1771.1,2026-09-20T14:00,2026-09-20T17:36,3.61,2026-09-20T10:00,4626,27.7,3957,77.48,0.56658,6000,YES,SCHEDULED
AF0264,AI,Air India Cargo,Delhi,DEL,Tiruchirappalli,TRZ,1998.9,2026-09-21T11:00,2026-09-21T14:58,3.97,2026-09-21T07:00,4626,27.7,1384,81.97,0.54638,6000,NO,SCHEDULED
AF0265,AI,Air India Cargo,Delhi,DEL,Tiruchirappalli,TRZ,1998.9,2026-09-23T07:00,2026-09-23T10:58,3.97,2026-09-23T03:00,6804,40.74,2670,68.44,0.57087,6000,YES,SCHEDULED
AF0266,QP,Akasa Freight,Delhi,DEL,Tiruchirappalli,TRZ,1998.9,2026-09-18T21:00,2026-09-19T00:58,3.97,2026-09-18T17:00,3175,19.01,2190,50.85,0.61793,6000,NO,SCHEDULED
AF0267,6E,IndiGo CarGo,Tiruchirappalli,TRZ,Delhi,DEL,1998.9,2026-09-18T13:00,2026-09-18T16:58,3.97,2026-09-18T09:00,1588,9.51,1046,83.14,0.62245,6000,NO,SCHEDULED
AF0268,QP,Akasa Freight,Tiruchirappalli,TRZ,Delhi,DEL,1998.9,2026-09-18T01:00,2026-09-18T04:58,3.97,2026-09-17T21:00,3175,19.01,1418,48.34,0.61554,6000,NO,SCHEDULED
AF0269,6E,IndiGo CarGo,Tiruchirappalli,TRZ,Delhi,DEL,1998.9,2026-09-21T15:00,2026-09-21T18:58,3.97,2026-09-21T11:00,6804,40.74,5711,84.29,0.63006,6000,NO,SCHEDULED
AF0270,BDQ,BlueDart Aviation,Kolkata,CCU,Mangaluru,IXE,1786.8,2026-09-21T05:00,2026-09-21T08:37,3.63,2026-09-21T01:00,1588,9.51,828,60.64,0.60948,6000,NO,SCHEDULED
AF0271,6E,IndiGo CarGo,Kolkata,CCU,Mangaluru,IXE,1786.8,2026-09-22T18:00,2026-09-22T21:37,3.63,2026-09-22T14:00,6804,40.74,4995,74.41,0.58872,6000,NO,SCHEDULED
AF0272,QP,Akasa Freight,Mangaluru,IXE,Kolkata,CCU,1786.8,2026-09-20T12:00,2026-09-20T15:37,3.63,2026-09-20T08:00,3175,19.01,1449,92.27,0.55271,6000,NO,SCHEDULED
AF0273,AI,Air India Cargo,Mangaluru,IXE,Kolkata,CCU,1786.8,2026-09-20T14:00,2026-09-20T17:37,3.63,2026-09-20T10:00,6804,40.74,3716,54.84,0.58051,6000,NO,SCHEDULED
AF0274,BDQ,BlueDart Aviation,Kolkata,CCU,Tiruchirappalli,TRZ,1664.3,2026-09-18T17:00,2026-09-18T20:26,3.43,2026-09-18T13:00,6804,40.74,2913,77.59,0.59519,6000,NO,SCHEDULED
AF0275,6E,IndiGo CarGo,Kolkata,CCU,Tiruchirappalli,TRZ,1664.3,2026-09-22T01:00,2026-09-22T04:26,3.43,2026-09-21T21:00,6804,40.74,3880,80.47,0.61407,6000,NO,SCHEDULED
AF0276,AI,Air India Cargo,Tiruchirappalli,TRZ,Kolkata,CCU,1664.3,2026-09-21T10:00,2026-09-21T13:26,3.43,2026-09-21T06:00,4626,27.7,2225,60.68,0.63826,6000,NO,SCHEDULED
