Shipment_ID,Supplier_ID,Origin,Destination,Product_ID,Quantity,Departure_Date,Expected_Arrival_Date,Actual_Arrival_Date,Status,Route_ID,Transport_Mode,Delay_days,On_Time
SH0475,,W03,C002,P012,37,2026-07-17,2026-07-18,2026-07-20,DELIVERED_LATE,R004,Truck,2,0
SH0476,S009,S009,W03,P001,79,2026-08-14,2026-08-15,2026-08-16,DELIVERED,R003,Truck,1,0
SH0477,S003,S003,W02,P008,79,2026-07-25,2026-07-26,2026-07-26,DELIVERED,R024,Truck,0,1
SH0478,,F01,W03,P014,49,2026-06-13,2026-06-14,2026-06-15,DELIVERED,R036,Truck,1,0
SH0479,S003,S003,W01,P003,144,2026-08-21,2026-08-22,2026-08-22,IN_TRANSIT,R033,Truck,0,1
SH0480,,W03,C010,P015,5,2026-06-25,2026-06-26,2026-06-26,DELIVERED,R031,Truck,0,1
SH0481,,W03,F01,P006,35,2026-06-26,2026-06-27,2026-06-28,DELIVERED,R038,Truck,1,0
SH0482,S003,S003,W01,P006,118,2026-06-21,2026-06-22,2026-06-22,DELIVERED,R033,Truck,0,1
SH0483,S007,S007,W02,P009,60,2026-07-03,2026-07-04,2026-07-04,DELIVERED,R007,Truck,0,1
SH0484,S003,S003,W01,P006,42,2026-06-13,2026-06-14,2026-06-14,DELIVERED,R033,Truck,0,1
SH0485,S006,S006,W05,P006,173,2026-06-27,2026-06-28,2026-06-30,DELIVERED_LATE,R002,Truck,2,0
SH0486,,W02,C018,P013,49,2026-08-10,2026-08-11,2026-08-11,DELIVERED,R018,Truck,0,1
SH0487,S007,S007,W02,P004,112,2026-06-01,2026-06-02,2026-06-02,DELIVERED,R007,Truck,0,1
SH0488,,W02,C001,P011,50,2026-07-03,2026-07-04,2026-07-04,DELIVERED,R014,Truck,0,1
SH0489,S006,S006,W05,P006,75,2026-06-26,2026-06-27,2026-06-27,DELIVERED,R002,Truck,0,1
SH0490,S001,S001,W03,P007,70,2026-06-14,2026-06-15,2026-06-17,DELIVERED_LATE,R040,Truck,2,0
SH0491,,W02,F03,P010,60,2026-06-10,2026-06-11,2026-06-13,DELIVERED_LATE,R023,Truck,2,0
SH0492,S009,S009,W02,P010,81,2026-07-13,2026-07-14,2026-07-14,DELIVERED,R013,Truck,0,1
SH0493,S006,S006,W05,P003,137,2026-06-02,2026-06-03,2026-06-03,DELIVERED,R002,Truck,0,1
SH0494,,W02,C010,P015,36,2026-08-22,2026-08-23,2026-08-24,IN_TRANSIT,R020,Truck,1,0
SH0495,,W01,F03,P009,69,2026-06-29,2026-06-30,2026-06-30,DELIVERED,R037,Truck,0,1
SH0496,S003,S003,W02,P008,128,2026-06-13,2026-06-14,2026-06-15,DELIVERED,R024,Truck,1,0
SH0497,S015,S015,W03,P004,27,2026-07-30,2026-07-31,2026-08-02,DELIVERED_LATE,R045,Truck,2,0
SH0498,,F02,W03,P013,104,2026-07-06,2026-07-07,2026-07-07,DELIVERED,R025,Truck,0,1
SH0499,S007,S007,W02,P003,175,2026-07-27,2026-07-28,2026-07-28,DELIVERED,R007,Truck,0,1
SH0500,,W02,C016,P011,13,2026-07-21,2026-07-22,2026-07-22,DELIVERED,R030,Truck,0,1
SH0501,S007,S007,W02,P004,179,2026-08-24,2026-08-25,2026-08-27,IN_TRANSIT,R007,Truck,2,0
SH0502,S003,S003,W02,P005,164,2026-08-18,2026-08-19,2026-08-19,IN_TRANSIT,R024,Truck,0,1
SH0503,S001,S001,W03,P005,32,2026-06-04,2026-06-05,2026-06-07,EXCEPTION,R040,Truck,2,0
SH0504,S009,S009,W02,P009,124,2026-07-02,2026-07-03,2026-07-03,DELIVERED,R013,Truck,0,1
SH0505,,W02,C018,P013,18,2026-07-25,2026-07-26,2026-07-28,DELIVERED_LATE,R018,Truck,2,0
SH0506,S008,S008,W02,P002,91,2026-07-10,2026-07-11,2026-07-13,DELIVERED_LATE,R016,Truck,2,0
SH0507,S015,S015,W03,P008,146,2026-07-31,2026-08-01,2026-08-01,DELIVERED,R045,Truck,0,1
SH0508,S007,S007,W02,P008,118,2026-06-24,2026-06-25,2026-06-25,DELIVERED,R007,Truck,0,1
SH0509,,W01,C016,P011,14,2026-06-10,2026-06-11,2026-06-12,DELIVERED_LATE,R042,Truck,1,0
SH0510,S006,S006,W05,P002,105,2026-08-24,2026-08-25,2026-08-25,DELAYED,R002,Truck,0,1
SH0511,,W02,C016,P011,51,2026-06-19,2026-06-20,2026-06-22,DELIVERED_LATE,R030,Truck,2,0
SH0512,,F03,W01,P011,20,2026-06-24,2026-06-25,2026-06-25,DELIVERED,R039,Truck,0,1
SH0513,S007,S007,W02,P008,96,2026-06-03,2026-06-04,2026-06-04,DELIVERED,R007,Truck,0,1
SH0514,S003,S003,W01,P003,34,2026-08-05,2026-08-06,2026-08-06,DELIVERED,R033,Truck,0,1
SH0515,S001,S001,W03,P006,92,2026-08-05,2026-08-06,2026-08-07,DELIVERED,R040,Truck,1,0
SH0516,,W01,C016,P011,30,2026-06-01,2026-06-02,2026-06-02,DELIVERED,R042,Truck,0,1
SH0517,S009,S009,W02,P001,147,2026-07-05,2026-07-06,2026-07-08,DELIVERED_LATE,R013,Truck,2,0
SH0518,S003,S003,W01,P008,141,2026-06-11,2026-06-12,2026-06-12,DELIVERED,R033,Truck,0,1
SH0519,,F03,W01,P013,121,2026-07-14,2026-07-15,2026-07-17,DELIVERED_LATE,R039,Truck,2,0
SH0520,,W02,C017,P012,58,2026-06-11,2026-06-12,2026-06-12,DELIVERED,R009,Truck,0,1
SH0521,S002,S002,W03,P010,68,2026-07-25,2026-07-26,2026-07-26,DELIVERED,R026,Truck,0,1
SH0522,,W02,C016,P011,21,2026-07-23,2026-07-24,2026-07-25,DELIVERED_LATE,R030,Truck,1,0
SH0523,,W03,C014,P014,18,2026-08-02,2026-08-03,2026-08-03,DELIVERED,R028,Truck,0,1
SH0524,S009,S009,W03,P001,173,2026-08-05,2026-08-06,2026-08-08,DELIVERED_LATE,R003,Truck,2,0
SH0525,,W02,C010,P015,27,2026-08-02,2026-08-03,2026-08-03,DELIVERED,R020,Truck,0,1
SH0526,S015,S015,W03,P005,135,2026-08-22,2026-08-23,2026-08-24,IN_TRANSIT,R045,Truck,1,0
SH0527,,W02,C010,P015,17,2026-08-24,2026-08-25,2026-08-25,IN_TRANSIT,R020,Truck,0,1
SH0528,,W02,F03,P008,67,2026-06-27,2026-06-28,2026-06-29,DELIVERED_LATE,R023,Truck,1,0
SH0529,,W01,F03,P009,53,2026-07-13,2026-07-14,2026-07-14,DELIVERED,R037,Truck,0,1
SH0530,S002,S002,W03,P009,23,2026-07-27,2026-07-28,2026-07-28,DELIVERED,R026,Truck,0,1
SH0531,,W02,C016,P011,43,2026-06-13,2026-06-14,2026-06-14,DELIVERED,R030,Truck,0,1
SH0532,S007,S007,W02,P008,27,2026-06-16,2026-06-17,2026-06-17,DELIVERED,R007,Truck,0,1
SH0533,S008,S008,W02,P002,129,2026-07-12,2026-07-13,2026-07-13,DELIVERED,R016,Truck,0,1
SH0534,S007,S007,W02,P009,63,2026-07-30,2026-07-31,2026-08-02,DELIVERED_LATE,R007,Truck,2,0
SH0535,S003,S003,W02,P008,40,2026-08-01,2026-08-02,2026-08-02,DELIVERED,R024,Truck,0,1
SH0536,S006,S006,W05,P006,31,2026-07-11,2026-07-12,2026-07-13,DELIVERED,R002,Truck,1,0
SH0537,S003,S003,W02,P005,95,2026-07-28,2026-07-29,2026-07-29,DELIVERED,R024,Truck,0,1
SH0538,S003,S003,W01,P005,139,2026-08-13,2026-08-14,2026-08-15,CANCELLED,R033,Truck,1,0
SH0539,S009,S009,W02,P010,83,2026-06-03,2026-06-04,2026-06-04,DELIVERED,R013,Truck,0,1
SH0540,,W03,F02,P007,99,2026-08-24,2026-08-25,2026-08-25,IN_TRANSIT,R021,Truck,0,1
SH0541,S001,S001,W03,P007,160,2026-08-09,2026-08-10,2026-08-10,DELIVERED,R040,Truck,0,1
SH0542,S003,S003,W01,P006,125,2026-08-23,2026-08-24,2026-08-25,IN_TRANSIT,R033,Truck,1,0
SH0543,S003,S003,W01,P005,121,2026-07-18,2026-07-19,2026-07-21,DELIVERED_LATE,R033,Truck,2,0
SH0544,S015,S015,W03,P006,68,2026-06-08,2026-06-09,2026-06-11,DELIVERED_LATE,R045,Truck,2,0
SH0545,,W02,C008,P013,13,2026-07-30,2026-07-31,2026-07-31,EXCEPTION,R006,Truck,0,1
SH0546,S008,S008,W02,P002,154,2026-06-17,2026-06-18,2026-06-18,DELIVERED,R016,Truck,0,1
SH0547,,W02,C002,P012,55,2026-06-07,2026-06-08,2026-06-10,DELIVERED_LATE,R012,Truck,2,0
SH0548,S009,S009,W02,P001,32,2026-07-28,2026-07-29,2026-07-30,DELIVERED_LATE,R013,Truck,1,0
SH0549,,W02,F03,P008,95,2026-08-12,2026-08-13,2026-08-14,DELIVERED,R023,Truck,1,0
SH0550,,W03,C014,P014,42,2026-07-28,2026-07-29,2026-07-29,DELIVERED,R028,Truck,0,1
SH0551,,F03,W02,P011,85,2026-07-07,2026-07-08,2026-07-10,DELIVERED_LATE,R029,Truck,2,0
SH0552,S002,S002,W03,P008,49,2026-08-15,2026-08-16,2026-08-18,DELIVERED_LATE,R026,Truck,2,0
SH0553,S003,S003,W02,P003,99,2026-08-22,2026-08-23,2026-08-24,DELAYED,R024,Truck,1,0
SH0554,S001,S001,W03,P007,84,2026-06-18,2026-06-19,2026-06-19,DELIVERED,R040,Truck,0,1
SH0555,,W03,C014,P014,52,2026-07-07,2026-07-08,2026-07-08,DELIVERED,R028,Truck,0,1
SH0556,S003,S003,W01,P003,73,2026-06-02,2026-06-03,2026-06-03,DELIVERED,R033,Truck,0,1
SH0557,S009,S009,W02,P001,74,2026-08-18,2026-08-19,2026-08-20,IN_TRANSIT,R013,Truck,1,0
SH0558,,W05,C011,P011,25,2026-07-26,2026-07-27,2026-07-27,DELIVERED,R001,Truck,0,1
SH0559,,W03,F02,P008,38,2026-08-19,2026-08-20,2026-08-22,IN_TRANSIT,R021,Truck,2,0
SH0560,,W02,C018,P013,16,2026-08-01,2026-08-02,2026-08-02,DELIVERED,R018,Truck,0,1
SH0561,S002,S002,W03,P007,44,2026-08-13,2026-08-14,2026-08-14,DELIVERED,R026,Truck,0,1
SH0562,S006,S006,W05,P006,128,2026-08-01,2026-08-02,2026-08-02,DELIVERED,R002,Truck,0,1
SH0563,,W02,C002,P012,22,2026-07-17,2026-07-18,2026-07-18,DELIVERED,R012,Truck,0,1
SH0564,S015,S015,W03,P005,96,2026-07-17,2026-07-18,2026-07-18,DELIVERED,R045,Truck,0,1
SH0565,S008,S008,W02,P001,101,2026-06-25,2026-06-26,2026-06-26,DELIVERED,R016,Truck,0,1
SH0566,,W01,F03,P010,77,2026-07-25,2026-07-26,2026-07-28,DELIVERED_LATE,R037,Truck,2,0
SH0567,,W02,C018,P013,32,2026-06-10,2026-06-11,2026-06-12,DELIVERED_LATE,R018,Truck,1,0
SH0568,S015,S015,W03,P004,155,2026-08-13,2026-08-14,2026-08-14,DELIVERED,R045,Truck,0,1
SH0569,S009,S009,W03,P009,48,2026-06-23,2026-06-24,2026-06-24,DELIVERED,R003,Truck,0,1
SH0570,S003,S003,W02,P005,91,2026-07-24,2026-07-25,2026-07-25,DELIVERED,R024,Truck,0,1
SH0571,S009,S009,W03,P009,132,2026-07-26,2026-07-27,2026-07-29,DELIVERED_LATE,R003,Truck,2,0
SH0572,S002,S002,W03,P007,74,2026-06-06,2026-06-07,2026-06-08,DELIVERED,R026,Truck,1,0
SH0573,S003,S003,W02,P005,176,2026-06-19,2026-06-20,2026-06-20,DELIVERED,R024,Truck,0,1
SH0574,S003,S003,W02,P005,20,2026-06-02,2026-06-03,2026-06-03,DELIVERED,R024,Truck,0,1
SH0575,S008,S008,W02,P005,75,2026-06-24,2026-06-25,2026-06-25,DELIVERED,R016,Truck,0,1
SH0576,,W05,C011,P011,43,2026-08-18,2026-08-19,2026-08-19,IN_TRANSIT,R001,Truck,0,1
SH0577,S003,S003,W01,P003,69,2026-08-12,2026-08-13,2026-08-13,DELIVERED,R033,Truck,0,1
SH0578,S003,S003,W02,P003,108,2026-08-08,2026-08-09,2026-08-09,DELIVERED,R024,Truck,0,1
SH0579,S002,S002,W03,P005,39,2026-07-27,2026-07-28,2026-07-28,DELIVERED,R026,Truck,0,1
SH0580,,W02,C001,P011,52,2026-07-05,2026-07-06,2026-07-08,DELIVERED_LATE,R014,Truck,2,0
SH0581,S002,S002,W03,P009,178,2026-07-19,2026-07-20,2026-07-20,DELIVERED,R026,Truck,0,1
SH0582,S003,S003,W01,P008,129,2026-08-09,2026-08-10,2026-08-12,DELIVERED_LATE,R033,Truck,2,0
SH0583,S008,S008,W02,P001,46,2026-06-08,2026-06-09,2026-06-09,DELIVERED,R016,Truck,0,1
SH0584,S015,S015,W03,P005,85,2026-07-25,2026-07-26,2026-07-28,DELIVERED_LATE,R045,Truck,2,0
SH0585,,W03,C010,P015,23,2026-07-04,2026-07-05,2026-07-07,DELIVERED_LATE,R031,Truck,2,0
SH0586,,W03,F01,P003,71,2026-06-14,2026-06-15,2026-06-15,DELIVERED,R038,Truck,0,1
SH0587,S006,S006,W05,P002,25,2026-08-12,2026-08-13,2026-08-13,DELIVERED,R002,Truck,0,1
SH0588,S001,S001,W03,P005,128,2026-06-13,2026-06-14,2026-06-14,DELIVERED,R040,Truck,0,1
SH0589,S002,S002,W03,P002,41,2026-07-30,2026-07-31,2026-07-31,DELIVERED,R026,Truck,0,1
SH0590,,W01,C016,P011,53,2026-07-31,2026-08-01,2026-08-03,DELIVERED_LATE,R042,Truck,2,0
SH0591,,W03,C010,P015,7,2026-06-30,2026-07-01,2026-07-02,DELIVERED_LATE,R031,Truck,1,0
SH0592,S007,S007,W02,P004,143,2026-08-24,2026-08-25,2026-08-25,DELAYED,R007,Truck,0,1
SH0593,S007,S007,W02,P006,65,2026-06-24,2026-06-25,2026-06-25,DELIVERED,R007,Truck,0,1
SH0594,S008,S008,W02,P002,143,2026-08-01,2026-08-02,2026-08-02,EXCEPTION,R016,Truck,0,1
SH0595,S009,S009,W03,P010,59,2026-07-07,2026-07-08,2026-07-09,DELIVERED_LATE,R003,Truck,1,0
SH0596,,W02,C001,P011,51,2026-07-07,2026-07-08,2026-07-08,DELIVERED,R014,Truck,0,1
SH0597,S007,S007,W02,P004,87,2026-07-05,2026-07-06,2026-07-06,DELIVERED,R007,Truck,0,1
SH0598,S009,S009,W03,P009,103,2026-08-15,2026-08-16,2026-08-17,DELIVERED_LATE,R003,Truck,1,0
SH0599,S009,S009,W03,P010,176,2026-07-08,2026-07-09,2026-07-10,DELIVERED_LATE,R003,Truck,1,0
SH0600,S007,S007,W02,P008,79,2026-06-22,2026-06-23,2026-06-23,DELIVERED,R007,Truck,0,1
