Parcel_ID,Origin_Node,Destination_Node,Product_ID,Quantity,Gross_Weight_kg,Volume_m3,Chargeable_Weight_Air_kg,Chargeable_Weight_Road_kg,Parcel_Type,Fragility,Hazmat_Class,Declared_Value_INR,Ready_At,Deadline_At,Service_Level,Status
PCL0327,S012,C019,P003,56,67.2,0.1195,67.2,67.2,Hazmat,Standard,UN3082,42904.63,2026-09-21T14:00,2026-09-27T14:00,Economy,BOOKED
PCL0328,W01,C003,P006,295,8.85,0.05989,9.98,19.96,Fragile,Fragile,NONE,121199.6,2026-09-19T21:00,2026-09-25T21:00,Economy,BOOKED
PCL0329,S013,C013,P001,308,2741.2,6.545,2741.2,2741.2,Heavy,Standard,NONE,250765.21,2026-10-01T22:00,2026-10-02T22:00,Economy,BOOKED
PCL0330,S014,C010,P002,196,529.2,1.02743,529.2,529.2,General,Standard,NONE,127646.91,2026-10-01T17:00,2026-10-04T17:00,Standard,BOOKED
PCL0331,S010,C013,P015,379,530.6,2.21412,530.6,738.04,Fragile,Fragile,NONE,36416.51,2026-09-22T15:00,2026-09-25T15:00,Economy,BOOKED
PCL0332,S012,C017,P002,136,367.2,0.71291,367.2,367.2,General,Standard,NONE,44055.61,2026-09-30T20:00,2026-10-06T20:00,Standard,BOOKED
PCL0333,S001,C008,P004,368,66.24,0.36579,66.24,121.93,Fragile,Fragile,NONE,127202.06,2026-10-01T08:00,2026-10-06T08:00,Express,BOOKED
PCL0334,S002,C008,P013,371,890.4,3.31043,890.4,1103.48,Fragile,Fragile,NONE,58429.63,2026-10-01T06:00,2026-10-02T06:00,Economy,BOOKED
PCL0335,W04,C001,P007,412,20.6,0.11989,20.6,39.96,Fragile,Fragile,NONE,262723.43,2026-09-30T20:00,2026-10-02T20:00,Express,BOOKED
PCL0336,S003,C023,P014,52,109.2,0.43659,109.2,145.53,Fragile,Fragile,NONE,6018.56,2026-09-27T13:00,2026-09-29T13:00,Economy,BOOKED
PCL0337,S011,C022,P006,389,11.67,0.07897,13.16,26.32,Fragile,Fragile,NONE,27708.14,2026-10-02T05:00,2026-10-08T05:00,Standard,BOOKED
PCL0338,S014,C021,P001,63,560.7,1.33875,560.7,560.7,General,Standard,NONE,12288.33,2026-09-21T23:00,2026-09-29T23:00,Standard,BOOKED
PCL0339,S001,C004,P012,405,283.5,1.44545,283.5,481.82,Fragile,Fragile,NONE,396025.76,2026-09-23T16:00,2026-09-29T16:00,Standard,BOOKED
PCL0340,S013,C022,P010,20,1.4,0.0077,1.4,2.57,Fragile,Fragile,NONE,16256.29,2026-09-23T14:00,2026-09-24T14:00,Standard,BOOKED
PCL0341,S014,C008,P013,397,952.8,3.54243,952.8,1180.81,Fragile,Fragile,NONE,279077.2,2026-09-30T21:00,2026-10-05T21:00,Standard,BOOKED
PCL0342,S003,C024,P007,19,0.95,0.00553,0.95,1.84,Fragile,Fragile,NONE,9961.68,2026-10-02T11:00,2026-10-06T11:00,Express,BOOKED
PCL0343,S014,C019,P009,11,1.32,0.00805,1.34,2.68,Fragile,Fragile,NONE,1165.42,2026-10-02T07:00,2026-10-06T07:00,Express,BOOKED
PCL0344,S002,C018,P005,182,3.64,0.02038,3.64,6.79,Fragile,Fragile,NONE,121850.5,2026-09-29T05:00,2026-10-03T05:00,Standard,BOOKED
PCL0345,S007,C008,P007,367,18.35,0.1068,18.35,35.6,Fragile,Fragile,NONE,251511.63,2026-09-29T19:00,2026-10-01T19:00,Express,BOOKED
PCL0346,S007,C018,P011,232,417.6,1.84927,417.6,616.42,Fragile,Fragile,NONE,33539.79,2026-09-22T20:00,2026-09-28T20:00,Standard,BOOKED
PCL0347,S004,C023,P003,146,175.2,0.31156,175.2,175.2,Hazmat,Standard,UN3082,129687.8,2026-09-19T02:00,2026-09-27T02:00,Express,BOOKED
PCL0348,S012,C017,P001,210,1869.0,4.4625,1869.0,1869.0,General,Standard,NONE,183598.94,2026-09-25T13:00,2026-10-01T13:00,Economy,BOOKED
PCL0349,S014,C012,P009,299,35.88,0.21887,36.48,72.96,Fragile,Fragile,NONE,278827.08,2026-09-18T08:00,2026-09-23T08:00,Standard,BOOKED
PCL0350,S015,C022,P009,41,4.92,0.03001,5.0,10.0,Fragile,Fragile,NONE,14386.55,2026-09-18T18:00,2026-09-23T18:00,Standard,BOOKED
PCL0351,S010,C002,P011,39,70.2,0.31087,70.2,103.62,Fragile,Fragile,NONE,15794.04,2026-09-21T22:00,2026-09-29T22:00,Standard,BOOKED
PCL0352,W02,C006,P005,292,5.84,0.0327,5.84,10.9,Fragile,Fragile,NONE,157357.65,2026-09-29T22:00,2026-10-07T22:00,Economy,BOOKED
PCL0353,S005,C020,P001,90,801.0,1.9125,801.0,801.0,General,Standard,NONE,69384.44,2026-09-29T02:00,2026-10-01T02:00,Standard,BOOKED
PCL0354,S004,C024,P003,328,393.6,0.69995,393.6,393.6,Hazmat,Standard,UN3082,215350.15,2026-09-24T07:00,2026-09-30T07:00,Economy,BOOKED
PCL0355,W01,C019,P015,256,358.4,1.49555,358.4,498.52,Fragile,Fragile,NONE,99570.43,2026-09-24T17:00,2026-09-28T17:00,Standard,BOOKED
PCL0356,S006,C005,P010,225,15.75,0.08662,15.75,28.87,Fragile,Fragile,NONE,206898.98,2026-10-02T09:00,2026-10-07T09:00,Standard,BOOKED
PCL0357,S006,C007,P007,26,1.3,0.00757,1.3,2.52,Fragile,Fragile,NONE,24596.51,2026-09-25T19:00,2026-09-27T19:00,Express,BOOKED
PCL0358,S014,C017,P014,163,342.3,1.36855,342.3,456.18,Fragile,Fragile,NONE,76174.13,2026-10-02T10:00,2026-10-07T10:00,Economy,BOOKED
PCL0359,S015,C012,P013,293,703.2,2.61444,703.2,871.48,Fragile,Fragile,NONE,197616.99,2026-09-30T03:00,2026-10-06T03:00,Standard,BOOKED
PCL0360,S002,C011,P006,23,0.69,0.00467,0.78,1.56,Fragile,Fragile,NONE,9816.66,2026-09-18T18:00,2026-09-26T18:00,Economy,BOOKED
PCL0361,S007,C008,P004,129,23.22,0.12823,23.22,42.74,Fragile,Fragile,NONE,105945.83,2026-09-26T14:00,2026-09-28T14:00,Standard,BOOKED
PCL0362,S001,C013,P002,403,1088.1,2.11253,1088.1,1088.1,General,Standard,NONE,226337.05,2026-09-20T14:00,2026-09-28T14:00,Standard,BOOKED
PCL0363,S004,C005,P010,324,22.68,0.12474,22.68,41.58,Fragile,Fragile,NONE,154845.87,2026-09-25T13:00,2026-09-30T13:00,Standard,BOOKED
PCL0364,S008,C019,P006,8,0.24,0.00162,0.27,0.54,Fragile,Fragile,NONE,3546.42,2026-09-24T11:00,2026-09-27T11:00,Economy,BOOKED
PCL0365,S001,C013,P004,320,57.6,0.31808,57.6,106.03,Fragile,Fragile,NONE,262999.56,2026-09-18T23:00,2026-09-25T23:00,Standard,BOOKED
PCL0366,S012,C021,P012,181,126.7,0.64599,126.7,215.33,Fragile,Fragile,NONE,17754.34,2026-09-21T02:00,2026-09-26T02:00,Express,BOOKED
PCL0367,W04,C003,P006,399,11.97,0.081,13.5,27.0,Fragile,Fragile,NONE,117171.45,2026-09-23T21:00,2026-10-01T21:00,Economy,BOOKED
PCL0368,W03,C011,P010,329,23.03,0.12666,23.03,42.22,Fragile,Fragile,NONE,117668.23,2026-09-27T14:00,2026-10-02T14:00,Express,BOOKED
PCL0369,S012,C018,P004,225,40.5,0.22365,40.5,74.55,Fragile,Fragile,NONE,102764.72,2026-09-23T22:00,2026-09-26T22:00,Standard,BOOKED
PCL0370,W01,C011,P002,230,621.0,1.20566,621.0,621.0,General,Standard,NONE,185882.78,2026-09-25T12:00,2026-10-01T12:00,Standard,BOOKED
PCL0371,S001,C013,P014,294,617.4,2.46842,617.4,822.81,Fragile,Fragile,NONE,190428.5,2026-09-26T14:00,2026-09-27T14:00,Express,BOOKED
PCL0372,W01,C007,P005,189,3.78,0.02117,3.78,7.06,Fragile,Fragile,NONE,168046.52,2026-09-30T11:00,2026-10-05T11:00,Standard,BOOKED
PCL0373,S012,C003,P013,23,55.2,0.20523,55.2,68.41,Fragile,Fragile,NONE,1636.85,2026-10-01T05:00,2026-10-04T05:00,Standard,BOOKED
PCL0374,S015,C023,P006,353,10.59,0.07166,11.94,23.89,Fragile,Fragile,NONE,99953.38,2026-09-23T07:00,2026-09-29T07:00,Standard,BOOKED
PCL0375,W02,C018,P005,126,2.52,0.01411,2.52,4.7,Fragile,Fragile,NONE,50139.68,2026-09-18T09:00,2026-09-21T09:00,Standard,BOOKED
PCL0376,S005,C003,P015,187,261.8,1.09245,261.8,364.15,Fragile,Fragile,NONE,23830.75,2026-09-19T01:00,2026-09-25T01:00,Standard,BOOKED
PCL0377,S009,C005,P015,369,516.6,2.1557,516.6,718.57,Fragile,Fragile,NONE,318023.82,2026-09-24T09:00,2026-09-30T09:00,Standard,BOOKED
PCL0378,S005,C008,P004,37,6.66,0.03678,6.66,12.26,Fragile,Fragile,NONE,19132.53,2026-09-29T03:00,2026-10-07T03:00,Standard,BOOKED
PCL0379,S010,C017,P004,360,64.8,0.35784,64.8,119.28,Fragile,Fragile,NONE,301170.34,2026-10-02T00:00,2026-10-08T00:00,Economy,BOOKED
PCL0380,S001,C013,P009,155,18.6,0.11346,18.91,37.82,Fragile,Fragile,NONE,32604.82,2026-09-28T10:00,2026-10-05T10:00,Standard,BOOKED
PCL0381,S002,C006,P007,70,3.5,0.02037,3.5,6.79,Fragile,Fragile,NONE,60484.03,2026-09-28T18:00,2026-09-29T18:00,Economy,BOOKED
PCL0382,S013,C020,P006,406,12.18,0.08242,13.74,27.47,Fragile,Fragile,NONE,152714.41,2026-09-21T02:00,2026-09-27T02:00,Economy,BOOKED
PCL0383,S011,C019,P008,315,25.2,0.12537,25.2,41.79,Fragile,Fragile,NONE,114144.22,2026-09-28T01:00,2026-10-01T01:00,Economy,BOOKED
PCL0384,W03,C015,P015,333,466.2,1.94539,466.2,648.46,Fragile,Fragile,NONE,233371.53,2026-09-20T05:00,2026-09-25T05:00,Standard,BOOKED
PCL0385,S001,C014,P004,231,41.58,0.22961,41.58,76.54,Fragile,Fragile,NONE,152799.89,2026-09-22T20:00,2026-09-25T20:00,Standard,BOOKED
PCL0386,S013,C014,P015,298,417.2,1.74092,417.2,580.31,Fragile,Fragile,NONE,101890.32,2026-09-27T12:00,2026-10-01T12:00,Express,BOOKED
PCL0387,W04,C019,P004,257,46.26,0.25546,46.26,85.15,Fragile,Fragile,NONE,46789.22,2026-09-21T06:00,2026-09-25T06:00,Economy,BOOKED
PCL0388,S009,C017,P013,70,168.0,0.62461,168.0,208.2,Fragile,Fragile,NONE,9048.24,2026-10-02T00:00,2026-10-06T00:00,Standard,BOOKED
PCL0389,S006,C007,P011,186,334.8,1.48261,334.8,494.2,Fragile,Fragile,NONE,133369.69,2026-09-23T02:00,2026-09-26T02:00,Economy,BOOKED
PCL0390,S009,C007,P012,388,271.6,1.38477,271.6,461.59,Fragile,Fragile,NONE,42805.42,2026-09-30T17:00,2026-10-04T17:00,Economy,BOOKED
PCL0391,S003,C013,P009,6,0.72,0.00439,0.73,1.46,Fragile,Fragile,NONE,1876.48,2026-09-22T06:00,2026-09-26T06:00,Standard,BOOKED
PCL0392,S014,C021,P004,111,19.98,0.11033,19.98,36.78,Fragile,Fragile,NONE,65318.95,2026-09-26T01:00,2026-10-04T01:00,Economy,BOOKED
PCL0393,S007,C005,P008,334,26.72,0.13293,26.72,44.31,Fragile,Fragile,NONE,90675.51,2026-09-29T13:00,2026-10-05T13:00,Standard,BOOKED
PCL0394,W03,C001,P013,317,760.8,2.82859,760.8,942.86,Fragile,Fragile,NONE,51983.52,2026-09-27T00:00,2026-10-05T00:00,Standard,BOOKED
PCL0395,S007,C001,P008,315,25.2,0.12537,25.2,41.79,Fragile,Fragile,NONE,68447.12,2026-09-24T21:00,2026-10-01T21:00,Standard,BOOKED
PCL0396,W05,C002,P009,361,43.32,0.26425,44.04,88.08,Fragile,Fragile,NONE,104446.31,2026-09-18T19:00,2026-09-25T19:00,Standard,BOOKED
PCL0397,S001,C016,P002,401,1082.7,2.10204,1082.7,1082.7,General,Standard,NONE,309453.98,2026-09-20T02:00,2026-09-21T02:00,Express,BOOKED
PCL0398,S010,C001,P015,57,79.8,0.33299,79.8,111.0,Fragile,Fragile,NONE,20121.02,2026-09-22T04:00,2026-09-28T04:00,Economy,BOOKED
PCL0399,W01,C008,P011,277,498.6,2.20797,498.6,735.99,Fragile,Fragile,NONE,69274.42,2026-09-23T10:00,2026-09-26T10:00,Standard,BOOKED
PCL0400,S010,C022,P011,37,66.6,0.29493,66.6,98.31,Fragile,Fragile,NONE,5233.09,2026-09-25T22:00,2026-10-01T22:00,Standard,BOOKED
