Date,Node_ID,Node_Type,Product_ID,Opening_Inventory,Incoming_Quantity,Outgoing_Quantity,Closing_Inventory,Safety_Stock,Inventory_Risk,Days_of_Cover,Cover_vs_Safety
2026-06-13,W05,Warehouse,P008,381,13,120,274,83,CRITICAL,2.28,3.301
2026-06-14,W05,Warehouse,P008,361,12,49,324,83,HIGH,6.61,3.904
2026-06-15,W05,Warehouse,P008,359,39,20,378,83,MEDIUM,18.9,4.554
2026-06-16,W05,Warehouse,P008,390,46,2,434,83,LOW,217.0,5.229
2026-06-17,W05,Warehouse,P008,435,14,75,374,83,CRITICAL,4.99,4.506
2026-06-18,W05,Warehouse,P008,424,31,73,382,83,HIGH,5.23,4.602
2026-06-19,W05,Warehouse,P008,417,49,56,410,83,HIGH,7.32,4.94
2026-06-20,W05,Warehouse,P008,439,35,44,430,83,HIGH,9.77,5.181
2026-06-21,W05,Warehouse,P008,461,45,108,398,83,CRITICAL,3.69,4.795
2026-06-22,W05,Warehouse,P008,477,1,90,388,83,CRITICAL,4.31,4.675
2026-06-23,W05,Warehouse,P008,439,19,75,383,83,HIGH,5.11,4.614
2026-06-24,W05,Warehouse,P008,438,26,150,314,83,CRITICAL,2.09,3.783
2026-06-25,W05,Warehouse,P008,429,14,60,383,83,HIGH,6.38,4.614
2026-06-26,W05,Warehouse,P008,427,2,54,375,83,HIGH,6.94,4.518
2026-06-27,W05,Warehouse,P008,415,4,84,335,83,CRITICAL,3.99,4.036
2026-06-28,W05,Warehouse,P008,396,43,44,395,83,HIGH,8.98,4.759
2026-06-29,W05,Warehouse,P008,421,47,115,353,83,CRITICAL,3.07,4.253
2026-06-30,W05,Warehouse,P008,427,2,90,339,83,CRITICAL,3.77,4.084
2026-06-01,W05,Warehouse,P009,616,40,82,574,135,HIGH,7.0,4.252
2026-06-02,W05,Warehouse,P009,633,65,93,605,135,HIGH,6.51,4.481
2026-06-03,W05,Warehouse,P009,674,4,156,522,135,CRITICAL,3.35,3.867
2026-06-04,W05,Warehouse,P009,642,16,55,603,135,HIGH,10.96,4.467
2026-06-05,W05,Warehouse,P009,636,39,122,553,135,CRITICAL,4.53,4.096
2026-06-06,W05,Warehouse,P009,630,21,81,570,135,HIGH,7.04,4.222
2026-06-07,W05,Warehouse,P009,628,5,45,588,135,MEDIUM,13.07,4.356
2026-06-08,W05,Warehouse,P009,610,44,123,531,135,CRITICAL,4.32,3.933
2026-06-09,W05,Warehouse,P009,617,22,12,627,135,LOW,52.25,4.644
2026-06-10,W05,Warehouse,P009,636,45,140,541,135,CRITICAL,3.86,4.007
2026-06-11,W05,Warehouse,P009,640,6,84,562,135,HIGH,6.69,4.163
2026-06-12,W05,Warehouse,P009,614,7,100,521,135,HIGH,5.21,3.859
2026-06-13,W05,Warehouse,P009,594,47,95,546,135,HIGH,5.75,4.044
2026-06-14,W05,Warehouse,P009,599,52,182,469,135,CRITICAL,2.58,3.474
2026-06-15,W05,Warehouse,P009,607,18,108,517,135,CRITICAL,4.79,3.83
2026-06-16,W05,Warehouse,P009,575,24,85,514,135,HIGH,6.05,3.807
2026-06-17,W05,Warehouse,P009,578,56,57,577,135,HIGH,10.12,4.274
2026-06-18,W05,Warehouse,P009,616,5,128,493,135,CRITICAL,3.85,3.652
2026-06-19,W05,Warehouse,P009,578,47,104,521,135,HIGH,5.01,3.859
2026-06-20,W05,Warehouse,P009,592,10,89,513,135,HIGH,5.76,3.8
2026-06-21,W05,Warehouse,P009,565,13,94,484,135,HIGH,5.15,3.585
2026-06-22,W05,Warehouse,P009,547,34,165,416,135,CRITICAL,2.52,3.081
2026-06-23,W05,Warehouse,P009,540,65,39,566,135,MEDIUM,14.51,4.193
2026-06-24,W05,Warehouse,P009,595,8,74,529,135,HIGH,7.15,3.919
2026-06-25,W05,Warehouse,P009,571,67,32,606,135,MEDIUM,18.94,4.489
2026-06-26,W05,Warehouse,P009,629,38,101,566,135,HIGH,5.6,4.193
2026-06-27,W05,Warehouse,P009,642,25,166,501,135,CRITICAL,3.02,3.711
2026-06-28,W05,Warehouse,P009,625,23,89,559,135,HIGH,6.28,4.141
2026-06-29,W05,Warehouse,P009,618,65,46,637,135,MEDIUM,13.85,4.719
2026-06-30,W05,Warehouse,P009,660,1,245,416,135,CRITICAL,1.7,3.081
2026-06-01,W05,Warehouse,P010,359,12,78,293,78,CRITICAL,3.76,3.756
2026-06-02,W05,Warehouse,P010,344,32,48,328,78,HIGH,6.83,4.205
2026-06-03,W05,Warehouse,P010,359,3,125,237,78,CRITICAL,1.9,3.038
2026-06-04,W05,Warehouse,P010,329,27,33,323,78,HIGH,9.79,4.141
2026-06-05,W05,Warehouse,P010,343,35,104,274,78,CRITICAL,2.63,3.513
2026-06-06,W05,Warehouse,P010,352,33,10,375,78,LOW,37.5,4.808
2026-06-07,W05,Warehouse,P010,380,29,38,371,78,HIGH,9.76,4.756
2026-06-08,W05,Warehouse,P010,399,3,56,346,78,HIGH,6.18,4.436
2026-06-09,W05,Warehouse,P010,389,4,18,375,78,MEDIUM,20.83,4.808
2026-06-10,W05,Warehouse,P010,389,34,80,343,78,CRITICAL,4.29,4.397
2026-06-11,W05,Warehouse,P010,404,19,29,394,78,MEDIUM,13.59,5.051
2026-06-12,W05,Warehouse,P010,416,40,68,388,78,HIGH,5.71,4.974
2026-06-13,W05,Warehouse,P010,430,31,35,426,78,MEDIUM,12.17,5.462
2026-06-14,W05,Warehouse,P010,453,6,21,438,78,MEDIUM,20.86,5.615
2026-06-15,W05,Warehouse,P010,454,1,139,316,78,CRITICAL,2.27,4.051
2026-06-16,W05,Warehouse,P010,412,18,76,354,78,CRITICAL,4.66,4.538
2026-06-17,W05,Warehouse,P010,404,49,80,373,78,CRITICAL,4.66,4.782
2026-06-18,W05,Warehouse,P010,416,16,68,364,78,HIGH,5.35,4.667
2026-06-19,W05,Warehouse,P010,412,23,4,431,78,LOW,107.75,5.526
2026-06-20,W05,Warehouse,P010,434,41,70,405,78,HIGH,5.79,5.192
2026-06-21,W05,Warehouse,P010,451,20,73,398,78,HIGH,5.45,5.103
2026-06-22,W05,Warehouse,P010,446,40,0,486,78,LOW,999.0,6.231
2026-06-23,W05,Warehouse,P010,486,38,81,443,78,HIGH,5.47,5.679
2026-06-24,W05,Warehouse,P010,483,43,125,401,78,CRITICAL,3.21,5.141
2026-06-25,W05,Warehouse,P010,497,5,94,408,78,CRITICAL,4.34,5.231
2026-06-26,W05,Warehouse,P010,466,43,50,459,78,HIGH,9.18,5.885
2026-06-27,W05,Warehouse,P010,487,34,55,466,78,HIGH,8.47,5.974
2026-06-28,W05,Warehouse,P010,492,7,49,450,78,HIGH,9.18,5.769
2026-06-29,W05,Warehouse,P010,487,47,187,347,78,CRITICAL,1.86,4.449
2026-06-30,W05,Warehouse,P010,488,16,41,463,78,HIGH,11.29,5.936
2026-06-01,W05,Warehouse,P011,171,19,2,188,37,LOW,94.0,5.081
2026-06-02,W05,Warehouse,P011,188,6,1,193,37,LOW,193.0,5.216
2026-06-03,W05,Warehouse,P011,193,5,12,186,37,MEDIUM,15.5,5.027
2026-06-04,W05,Warehouse,P011,186,8,17,177,37,HIGH,10.41,4.784
2026-06-05,W05,Warehouse,P011,177,19,15,181,37,MEDIUM,12.07,4.892
2026-06-06,W05,Warehouse,P011,181,15,12,184,37,MEDIUM,15.33,4.973
2026-06-07,W05,Warehouse,P011,184,11,17,178,37,HIGH,10.47,4.811
2026-06-08,W05,Warehouse,P011,178,2,12,168,37,MEDIUM,14.0,4.541
2026-06-09,W05,Warehouse,P011,168,2,5,165,37,LOW,33.0,4.459
2026-06-10,W05,Warehouse,P011,165,5,9,161,37,MEDIUM,17.89,4.351
2026-06-11,W05,Warehouse,P011,161,15,1,175,37,LOW,175.0,4.73
2026-06-12,W05,Warehouse,P011,175,12,3,184,37,LOW,61.33,4.973
2026-06-13,W05,Warehouse,P011,184,1,7,178,37,LOW,25.43,4.811
2026-06-14,W05,Warehouse,P011,178,12,3,187,37,LOW,62.33,5.054
2026-06-15,W05,Warehouse,P011,187,8,17,178,37,HIGH,10.47,4.811
2026-06-16,W05,Warehouse,P011,178,7,16,169,37,HIGH,10.56,4.568
2026-06-17,W05,Warehouse,P011,169,17,5,181,37,LOW,36.2,4.892
2026-06-18,W05,Warehouse,P011,181,12,12,181,37,MEDIUM,15.08,4.892
2026-06-19,W05,Warehouse,P011,181,10,7,184,37,LOW,26.29,4.973
2026-06-20,W05,Warehouse,P011,184,7,2,189,37,LOW,94.5,5.108
2026-06-21,W05,Warehouse,P011,189,0,6,183,37,LOW,30.5,4.946
2026-06-22,W05,Warehouse,P011,183,17,4,196,37,LOW,49.0,5.297
2026-06-23,W05,Warehouse,P011,196,4,6,194,37,LOW,32.33,5.243
2026-06-24,W05,Warehouse,P011,194,14,4,204,37,LOW,51.0,5.514
2026-06-25,W05,Warehouse,P011,204,5,2,207,37,LOW,103.5,5.595
2026-06-26,W05,Warehouse,P011,207,8,4,211,37,LOW,52.75,5.703
2026-06-27,W05,Warehouse,P011,211,21,19,213,37,HIGH,11.21,5.757
2026-06-28,W05,Warehouse,P011,213,9,1,221,37,LOW,221.0,5.973
2026-06-29,W05,Warehouse,P011,221,2,7,216,37,LOW,30.86,5.838
2026-06-30,W05,Warehouse,P011,216,12,11,217,37,MEDIUM,19.73,5.865
2026-06-01,W05,Warehouse,P012,219,8,7,220,48,LOW,31.43,4.583
2026-06-02,W05,Warehouse,P012,220,7,11,216,48,MEDIUM,19.64,4.5
2026-06-03,W05,Warehouse,P012,216,18,0,234,48,LOW,999.0,4.875
2026-06-04,W05,Warehouse,P012,234,13,14,233,48,MEDIUM,16.64,4.854
2026-06-05,W05,Warehouse,P012,233,19,12,240,48,MEDIUM,20.0,5.0
2026-06-06,W05,Warehouse,P012,240,15,16,239,48,MEDIUM,14.94,4.979
2026-06-07,W05,Warehouse,P012,239,10,13,236,48,MEDIUM,18.15,4.917
2026-06-08,W05,Warehouse,P012,236,9,10,235,48,MEDIUM,23.5,4.896
2026-06-09,W05,Warehouse,P012,235,3,8,230,48,LOW,28.75,4.792
2026-06-10,W05,Warehouse,P012,230,3,5,228,48,LOW,45.6,4.75
2026-06-11,W05,Warehouse,P012,228,11,11,228,48,MEDIUM,20.73,4.75
2026-06-12,W05,Warehouse,P012,228,26,0,254,48,LOW,999.0,5.292
2026-06-13,W05,Warehouse,P012,254,27,8,273,48,LOW,34.12,5.688
2026-06-14,W05,Warehouse,P012,273,24,18,279,48,MEDIUM,15.5,5.812
2026-06-15,W05,Warehouse,P012,279,33,2,310,48,LOW,155.0,6.458
2026-06-16,W05,Warehouse,P012,310,36,1,345,48,LOW,345.0,7.188
2026-06-17,W05,Warehouse,P012,345,37,22,360,48,MEDIUM,16.36,7.5
2026-06-18,W05,Warehouse,P012,360,21,14,367,48,LOW,26.21,7.646
2026-06-19,W05,Warehouse,P012,367,4,28,343,48,MEDIUM,12.25,7.146
2026-06-20,W05,Warehouse,P012,343,30,31,342,48,HIGH,11.03,7.125
2026-06-21,W05,Warehouse,P012,342,30,32,340,48,HIGH,10.62,7.083
2026-06-22,W05,Warehouse,P012,340,37,14,363,48,LOW,25.93,7.562
2026-06-23,W05,Warehouse,P012,363,31,9,385,48,LOW,42.78,8.021
2026-06-24,W05,Warehouse,P012,385,38,23,400,48,MEDIUM,17.39,8.333
2026-06-25,W05,Warehouse,P012,400,22,25,397,48,MEDIUM,15.88,8.271
2026-06-26,W05,Warehouse,P012,397,13,24,386,48,MEDIUM,16.08,8.042
2026-06-27,W05,Warehouse,P012,386,22,12,396,48,LOW,33.0,8.25
2026-06-28,W05,Warehouse,P012,396,47,2,441,48,LOW,220.5,9.188
2026-06-29,W05,Warehouse,P012,441,41,9,473,48,LOW,52.56,9.854
2026-06-30,W05,Warehouse,P012,473,13,7,479,48,LOW,68.43,9.979
2026-06-01,W05,Warehouse,P013,229,2,2,229,50,LOW,114.5,4.58
2026-06-02,W05,Warehouse,P013,229,23,20,232,50,HIGH,11.6,4.64
2026-06-03,W05,Warehouse,P013,232,16,0,248,50,LOW,999.0,4.96
2026-06-04,W05,Warehouse,P013,248,26,14,260,50,MEDIUM,18.57,5.2
2026-06-05,W05,Warehouse,P013,260,16,24,252,50,HIGH,10.5,5.04
2026-06-06,W05,Warehouse,P013,252,12,9,255,50,LOW,28.33,5.1
2026-06-07,W05,Warehouse,P013,255,24,13,266,50,MEDIUM,20.46,5.32
2026-06-08,W05,Warehouse,P013,266,23,18,271,50,MEDIUM,15.06,5.42
2026-06-09,W05,Warehouse,P013,271,27,8,290,50,LOW,36.25,5.8
2026-06-10,W05,Warehouse,P013,290,2,13,279,50,MEDIUM,21.46,5.58
2026-06-11,W05,Warehouse,P013,279,22,22,279,50,MEDIUM,12.68,5.58
2026-06-12,W05,Warehouse,P013,279,9,20,268,50,MEDIUM,13.4,5.36
2026-06-13,W05,Warehouse,P013,268,27,21,274,50,MEDIUM,13.05,5.48
2026-06-14,W05,Warehouse,P013,274,27,26,275,50,HIGH,10.58,5.5
2026-06-15,W05,Warehouse,P013,275,22,9,288,50,LOW,32.0,5.76
2026-06-16,W05,Warehouse,P013,288,15,20,283,50,MEDIUM,14.15,5.66
2026-06-17,W05,Warehouse,P013,283,8,16,275,50,MEDIUM,17.19,5.5
2026-06-18,W05,Warehouse,P013,275,19,17,277,50,MEDIUM,16.29,5.54
2026-06-19,W05,Warehouse,P013,277,14,19,272,50,MEDIUM,14.32,5.44
2026-06-20,W05,Warehouse,P013,272,2,20,254,50,MEDIUM,12.7,5.08
2026-06-21,W05,Warehouse,P013,254,25,22,257,50,HIGH,11.68,5.14
2026-06-22,W05,Warehouse,P013,257,29,8,278,50,LOW,34.75,5.56
2026-06-23,W05,Warehouse,P013,278,1,17,262,50,MEDIUM,15.41,5.24
2026-06-24,W05,Warehouse,P013,262,2,7,257,50,LOW,36.71,5.14
2026-06-25,W05,Warehouse,P013,257,22,14,265,50,MEDIUM,18.93,5.3
2026-06-26,W05,Warehouse,P013,265,20,19,266,50,MEDIUM,14.0,5.32
2026-06-27,W05,Warehouse,P013,266,5,20,251,50,MEDIUM,12.55,5.02
2026-06-28,W05,Warehouse,P013,251,18,10,259,50,LOW,25.9,5.18
2026-06-29,W05,Warehouse,P013,259,14,12,261,50,MEDIUM,21.75,5.22
2026-06-30,W05,Warehouse,P013,261,17,8,270,50,LOW,33.75,5.4
2026-06-01,W05,Warehouse,P014,152,4,2,154,33,LOW,77.0,4.667
2026-06-02,W05,Warehouse,P014,154,6,3,157,33,LOW,52.33,4.758
2026-06-03,W05,Warehouse,P014,157,9,13,153,33,HIGH,11.77,4.636
2026-06-04,W05,Warehouse,P014,153,2,4,151,33,LOW,37.75,4.576
2026-06-05,W05,Warehouse,P014,151,0,14,137,33,HIGH,9.79,4.152
2026-06-06,W05,Warehouse,P014,137,11,3,145,33,LOW,48.33,4.394
2026-06-07,W05,Warehouse,P014,145,7,10,142,33,MEDIUM,14.2,4.303
2026-06-08,W05,Warehouse,P014,142,16,8,150,33,MEDIUM,18.75,4.545
2026-06-09,W05,Warehouse,P014,150,4,10,144,33,MEDIUM,14.4,4.364
2026-06-10,W05,Warehouse,P014,144,12,9,147,33,MEDIUM,16.33,4.455
2026-06-11,W05,Warehouse,P014,147,0,9,138,33,MEDIUM,15.33,4.182
2026-06-12,W05,Warehouse,P014,138,0,11,127,33,HIGH,11.55,3.848
2026-06-13,W05,Warehouse,P014,127,13,6,134,33,MEDIUM,22.33,4.061
2026-06-14,W05,Warehouse,P014,134,10,0,144,33,LOW,999.0,4.364
2026-06-15,W05,Warehouse,P014,144,15,3,156,33,LOW,52.0,4.727
2026-06-16,W05,Warehouse,P014,156,4,10,150,33,MEDIUM,15.0,4.545
2026-06-17,W05,Warehouse,P014,150,16,7,159,33,MEDIUM,22.71,4.818
2026-06-18,W05,Warehouse,P014,159,9,8,160,33,MEDIUM,20.0,4.848
2026-06-19,W05,Warehouse,P014,160,5,9,156,33,MEDIUM,17.33,4.727
2026-06-20,W05,Warehouse,P014,156,18,5,169,33,LOW,33.8,5.121
2026-06-21,W05,Warehouse,P014,169,16,12,173,33,MEDIUM,14.42,5.242
2026-06-22,W05,Warehouse,P014,173,17,12,178,33,MEDIUM,14.83,5.394
2026-06-23,W05,Warehouse,P014,178,20,12,186,33,MEDIUM,15.5,5.636
2026-06-24,W05,Warehouse,P014,186,22,12,196,33,MEDIUM,16.33,5.939
2026-06-25,W05,Warehouse,P014,196,20,16,200,33,MEDIUM,12.5,6.061
2026-06-26,W05,Warehouse,P014,200,24,11,213,33,MEDIUM,19.36,6.455
2026-06-27,W05,Warehouse,P014,213,18,20,211,33,HIGH,10.55,6.394
2026-06-28,W05,Warehouse,P014,211,9,2,218,33,LOW,109.0,6.606
2026-06-29,W05,Warehouse,P014,218,23,13,228,33,MEDIUM,17.54,6.909
2026-06-30,W05,Warehouse,P014,228,11,15,224,33,MEDIUM,14.93,6.788
2026-06-01,W05,Warehouse,P015,182,0,8,174,40,MEDIUM,21.75,4.35
2026-06-02,W05,Warehouse,P015,174,5,4,175,40,LOW,43.75,4.375
2026-06-03,W05,Warehouse,P015,175,20,9,186,40,MEDIUM,20.67,4.65
2026-06-04,W05,Warehouse,P015,186,3,6,183,40,LOW,30.5,4.575
2026-06-05,W05,Warehouse,P015,183,5,16,172,40,HIGH,10.75,4.3
2026-06-06,W05,Warehouse,P015,172,6,6,172,40,LOW,28.67,4.3
2026-06-07,W05,Warehouse,P015,172,7,2,177,40,LOW,88.5,4.425
2026-06-08,W05,Warehouse,P015,177,17,9,185,40,MEDIUM,20.56,4.625
2026-06-09,W05,Warehouse,P015,185,10,7,188,40,LOW,26.86,4.7
2026-06-10,W05,Warehouse,P015,188,15,1,202,40,LOW,202.0,5.05
2026-06-11,W05,Warehouse,P015,202,23,11,214,40,MEDIUM,19.45,5.35
2026-06-12,W05,Warehouse,P015,214,5,11,208,40,MEDIUM,18.91,5.2
2026-06-13,W05,Warehouse,P015,208,22,3,227,40,LOW,75.67,5.675
2026-06-14,W05,Warehouse,P015,227,14,13,228,40,MEDIUM,17.54,5.7
2026-06-15,W05,Warehouse,P015,228,22,12,238,40,MEDIUM,19.83,5.95
2026-06-16,W05,Warehouse,P015,238,21,17,242,40,MEDIUM,14.24,6.05
2026-06-17,W05,Warehouse,P015,242,26,8,260,40,LOW,32.5,6.5
2026-06-18,W05,Warehouse,P015,260,22,6,276,40,LOW,46.0,6.9
2026-06-19,W05,Warehouse,P015,276,28,25,279,40,HIGH,11.16,6.975
2026-06-20,W05,Warehouse,P015,279,10,15,274,40,MEDIUM,18.27,6.85
2026-06-21,W05,Warehouse,P015,274,27,0,301,40,LOW,999.0,7.525
2026-06-22,W05,Warehouse,P015,301,26,24,303,40,MEDIUM,12.62,7.575
2026-06-23,W05,Warehouse,P015,303,32,5,330,40,LOW,66.0,8.25
2026-06-24,W05,Warehouse,P015,330,31,25,336,40,MEDIUM,13.44,8.4
2026-06-25,W05,Warehouse,P015,336,0,23,313,40,MEDIUM,13.61,7.825
2026-06-26,W05,Warehouse,P015,313,24,30,307,40,HIGH,10.23,7.675
2026-06-27,W05,Warehouse,P015,307,1,28,280,40,HIGH,10.0,7.0
2026-06-28,W05,Warehouse,P015,280,19,7,292,40,LOW,41.71,7.3
2026-06-29,W05,Warehouse,P015,292,13,22,283,40,MEDIUM,12.86,7.075
2026-06-30,W05,Warehouse,P015,283,34,8,309,40,LOW,38.62,7.725
2026-06-01,F01,Factory,P001,280,34,17,297,61,MEDIUM,17.47,4.869
2026-06-02,F01,Factory,P001,297,7,17,287,61,MEDIUM,16.88,4.705
2026-06-03,F01,Factory,P001,287,28,1,314,61,LOW,314.0,5.148
2026-06-04,F01,Factory,P001,314,3,0,317,61,LOW,999.0,5.197
2026-06-05,F01,Factory,P001,317,22,1,338,61,LOW,338.0,5.541
2026-06-06,F01,Factory,P001,338,39,4,373,61,LOW,93.25,6.115
2026-06-07,F01,Factory,P001,373,3,9,367,61,LOW,40.78,6.016
2026-06-08,F01,Factory,P001,367,34,32,369,61,HIGH,11.53,6.049
2026-06-09,F01,Factory,P001,369,11,18,362,61,MEDIUM,20.11,5.934
2026-06-10,F01,Factory,P001,362,34,28,368,61,MEDIUM,13.14,6.033
2026-06-11,F01,Factory,P001,368,7,30,345,61,HIGH,11.5,5.656
2026-06-12,F01,Factory,P001,345,37,24,358,61,MEDIUM,14.92,5.869
2026-06-13,F01,Factory,P001,358,23,13,368,61,LOW,28.31,6.033
2026-06-14,F01,Factory,P001,368,40,31,377,61,MEDIUM,12.16,6.18
2026-06-15,F01,Factory,P001,377,24,27,374,61,MEDIUM,13.85,6.131
2026-06-16,F01,Factory,P001,374,18,27,365,61,MEDIUM,13.52,5.984
2026-06-17,F01,Factory,P001,365,4,32,337,61,HIGH,10.53,5.525
2026-06-18,F01,Factory,P001,337,21,19,339,61,MEDIUM,17.84,5.557
2026-06-19,F01,Factory,P001,339,7,17,329,61,MEDIUM,19.35,5.393
2026-06-20,F01,Factory,P001,329,0,28,301,61,HIGH,10.75,4.934
2026-06-21,F01,Factory,P001,301,27,13,315,61,MEDIUM,24.23,5.164
2026-06-22,F01,Factory,P001,315,32,25,322,61,MEDIUM,12.88,5.279
2026-06-23,F01,Factory,P001,322,4,1,325,61,LOW,325.0,5.328
2026-06-24,F01,Factory,P001,325,10,0,335,61,LOW,999.0,5.492
2026-06-25,F01,Factory,P001,335,23,17,341,61,MEDIUM,20.06,5.59
2026-06-26,F01,Factory,P001,341,22,2,361,61,LOW,180.5,5.918
2026-06-27,F01,Factory,P001,361,41,35,367,61,HIGH,10.49,6.016
2026-06-28,F01,Factory,P001,367,26,0,393,61,LOW,999.0,6.443
2026-06-29,F01,Factory,P001,393,19,28,384,61,MEDIUM,13.71,6.295
2026-06-30,F01,Factory,P001,384,35,9,410,61,LOW,45.56,6.721
2026-06-01,F01,Factory,P002,248,25,52,221,54,CRITICAL,4.25,4.093
2026-06-02,F01,Factory,P002,250,15,27,238,54,HIGH,8.81,4.407
2026-06-03,F01,Factory,P002,256,16,0,272,54,LOW,999.0,5.037
2026-06-04,F01,Factory,P002,272,17,0,289,54,LOW,999.0,5.352
2026-06-05,F01,Factory,P002,289,1,31,259,54,HIGH,8.35,4.796
2026-06-06,F01,Factory,P002,275,17,85,207,54,CRITICAL,2.44,3.833
2026-06-07,F01,Factory,P002,266,16,71,211,54,CRITICAL,2.97,3.907
2026-06-08,F01,Factory,P002,257,25,24,258,54,HIGH,10.75,4.778
2026-06-09,F01,Factory,P002,274,31,39,266,54,HIGH,6.82,4.926
2026-06-10,F01,Factory,P002,292,21,5,308,54,LOW,61.6,5.704
2026-06-11,F01,Factory,P002,311,8,39,280,54,HIGH,7.18,5.185
2026-06-12,F01,Factory,P002,303,10,35,278,54,HIGH,7.94,5.148
2026-06-13,F01,Factory,P002,296,2,15,283,54,MEDIUM,18.87,5.241
2026-06-14,F01,Factory,P002,291,23,74,240,54,CRITICAL,3.24,4.444
2026-06-15,F01,Factory,P002,297,36,68,265,54,CRITICAL,3.9,4.907
2026-06-16,F01,Factory,P002,307,30,0,337,54,LOW,999.0,6.241
2026-06-17,F01,Factory,P002,337,25,16,346,54,MEDIUM,21.62,6.407
2026-06-18,F01,Factory,P002,355,11,27,339,54,MEDIUM,12.56,6.278
2026-06-19,F01,Factory,P002,359,20,17,362,54,MEDIUM,21.29,6.704
2026-06-20,F01,Factory,P002,375,24,23,376,54,MEDIUM,16.35,6.963
2026-06-21,F01,Factory,P002,393,24,82,335,54,CRITICAL,4.09,6.204
2026-06-22,F01,Factory,P002,393,8,16,385,54,MEDIUM,24.06,7.13
2026-06-23,F01,Factory,P002,397,39,81,355,54,CRITICAL,4.38,6.574
2026-06-24,F01,Factory,P002,408,13,142,279,54,CRITICAL,1.96,5.167
2026-06-25,F01,Factory,P002,386,10,136,260,54,CRITICAL,1.91,4.815
2026-06-26,F01,Factory,P002,361,5,44,322,54,HIGH,7.32,5.963
2026-06-27,F01,Factory,P002,343,0,19,324,54,MEDIUM,17.05,6.0
2026-06-28,F01,Factory,P002,337,16,5,348,54,LOW,69.6,6.444
2026-06-29,F01,Factory,P002,351,19,17,353,54,MEDIUM,20.76,6.537
2026-06-30,F01,Factory,P002,362,4,137,229,54,CRITICAL,1.67,4.241
2026-06-01,F01,Factory,P003,131,15,12,134,28,HIGH,11.17,4.786
2026-06-02,F01,Factory,P003,134,2,4,132,28,LOW,33.0,4.714
2026-06-03,F01,Factory,P003,132,5,4,133,28,LOW,33.25,4.75
2026-06-04,F01,Factory,P003,133,6,6,133,28,MEDIUM,22.17,4.75
2026-06-05,F01,Factory,P003,133,7,3,137,28,LOW,45.67,4.893
2026-06-06,F01,Factory,P003,137,16,12,141,28,HIGH,11.75,5.036
2026-06-07,F01,Factory,P003,141,5,3,143,28,LOW,47.67,5.107
2026-06-08,F01,Factory,P003,143,9,5,147,28,LOW,29.4,5.25
2026-06-09,F01,Factory,P003,147,17,6,158,28,LOW,26.33,5.643
2026-06-10,F01,Factory,P003,158,0,1,157,28,LOW,157.0,5.607
2026-06-11,F01,Factory,P003,157,1,5,153,28,LOW,30.6,5.464
2026-06-12,F01,Factory,P003,153,6,12,147,28,MEDIUM,12.25,5.25
2026-06-13,F01,Factory,P003,147,16,1,162,28,LOW,162.0,5.786
2026-06-14,F01,Factory,P003,162,18,9,171,28,MEDIUM,19.0,6.107
2026-06-15,F01,Factory,P003,171,6,6,171,28,LOW,28.5,6.107
2026-06-16,F01,Factory,P003,171,9,2,178,28,LOW,89.0,6.357
2026-06-17,F01,Factory,P003,178,19,0,197,28,LOW,999.0,7.036
2026-06-18,F01,Factory,P003,197,1,5,193,28,LOW,38.6,6.893
2026-06-19,F01,Factory,P003,193,3,1,195,28,LOW,195.0,6.964
2026-06-20,F01,Factory,P003,195,9,7,197,28,LOW,28.14,7.036
2026-06-21,F01,Factory,P003,197,3,15,185,28,MEDIUM,12.33,6.607
2026-06-22,F01,Factory,P003,185,20,12,193,28,MEDIUM,16.08,6.893
2026-06-23,F01,Factory,P003,193,12,18,187,28,HIGH,10.39,6.679
2026-06-24,F01,Factory,P003,187,8,7,188,28,LOW,26.86,6.714
2026-06-25,F01,Factory,P003,188,0,12,176,28,MEDIUM,14.67,6.286
2026-06-26,F01,Factory,P003,176,2,11,167,28,MEDIUM,15.18,5.964
2026-06-27,F01,Factory,P003,167,15,3,179,28,LOW,59.67,6.393
2026-06-28,F01,Factory,P003,179,13,5,187,28,LOW,37.4,6.679
2026-06-29,F01,Factory,P003,187,9,9,187,28,MEDIUM,20.78,6.679
2026-06-30,F01,Factory,P003,187,5,14,178,28,MEDIUM,12.71,6.357
2026-06-01,F01,Factory,P004,91,4,4,91,20,MEDIUM,22.75,4.55
2026-06-02,F01,Factory,P004,91,8,2,97,20,LOW,48.5,4.85
2026-06-03,F01,Factory,P004,97,5,8,94,20,HIGH,11.75,4.7
2026-06-04,F01,Factory,P004,94,4,1,97,20,LOW,97.0,4.85
2026-06-05,F01,Factory,P004,97,3,8,92,20,HIGH,11.5,4.6
2026-06-06,F01,Factory,P004,92,8,7,93,20,MEDIUM,13.29,4.65
2026-06-07,F01,Factory,P004,93,2,7,88,20,MEDIUM,12.57,4.4
2026-06-08,F01,Factory,P004,88,4,6,86,20,MEDIUM,14.33,4.3
2026-06-09,F01,Factory,P004,86,8,1,93,20,LOW,93.0,4.65
2026-06-10,F01,Factory,P004,93,10,5,98,20,MEDIUM,19.6,4.9
2026-06-11,F01,Factory,P004,98,8,6,100,20,MEDIUM,16.67,5.0
2026-06-12,F01,Factory,P004,100,2,7,95,20,MEDIUM,13.57,4.75
2026-06-13,F01,Factory,P004,95,2,2,95,20,LOW,47.5,4.75
