Date,Node_ID,Node_Type,Product_ID,Opening_Inventory,Incoming_Quantity,Outgoing_Quantity,Closing_Inventory,Safety_Stock,Inventory_Risk
2026-06-07,W05,Warehouse,P005,315,27,27,315,67,LOW
2026-06-08,W05,Warehouse,P005,315,12,4,323,67,LOW
2026-06-09,W05,Warehouse,P005,323,33,27,329,67,LOW
2026-06-10,W05,Warehouse,P005,329,38,8,359,67,LOW
2026-06-11,W05,Warehouse,P005,359,31,25,365,67,LOW
2026-06-12,W05,Warehouse,P005,365,35,29,371,67,LOW
2026-06-13,W05,Warehouse,P005,371,43,17,397,67,LOW
2026-06-14,W05,Warehouse,P005,397,3,7,393,67,LOW
2026-06-15,W05,Warehouse,P005,393,43,32,404,67,LOW
2026-06-16,W05,Warehouse,P005,404,0,14,390,67,LOW
2026-06-17,W05,Warehouse,P005,390,11,12,389,67,LOW
2026-06-18,W05,Warehouse,P005,389,30,19,400,67,LOW
2026-06-19,W05,Warehouse,P005,400,24,17,407,67,LOW
2026-06-20,W05,Warehouse,P005,407,32,27,412,67,LOW
2026-06-21,W05,Warehouse,P005,412,2,5,409,67,LOW
2026-06-22,W05,Warehouse,P005,409,17,17,409,67,LOW
2026-06-23,W05,Warehouse,P005,409,50,35,424,67,LOW
2026-06-24,W05,Warehouse,P005,424,34,1,457,67,LOW
2026-06-25,W05,Warehouse,P005,457,5,20,442,67,LOW
2026-06-26,W05,Warehouse,P005,442,32,29,445,67,LOW
2026-06-27,W05,Warehouse,P005,445,7,39,413,67,LOW
2026-06-28,W05,Warehouse,P005,413,25,24,414,67,LOW
2026-06-29,W05,Warehouse,P005,414,2,33,383,67,LOW
2026-06-30,W05,Warehouse,P005,383,25,8,400,67,LOW
2026-06-01,W05,Warehouse,P006,335,13,11,337,73,LOW
2026-06-02,W05,Warehouse,P006,337,1,31,307,73,LOW
2026-06-03,W05,Warehouse,P006,307,30,26,311,73,LOW
2026-06-04,W05,Warehouse,P006,311,13,17,307,73,LOW
2026-06-05,W05,Warehouse,P006,307,17,14,310,73,LOW
2026-06-06,W05,Warehouse,P006,310,22,13,319,73,LOW
2026-06-07,W05,Warehouse,P006,319,30,1,348,73,LOW
2026-06-08,W05,Warehouse,P006,348,8,30,326,73,LOW
2026-06-09,W05,Warehouse,P006,326,35,26,335,73,LOW
2026-06-10,W05,Warehouse,P006,335,15,15,335,73,LOW
2026-06-11,W05,Warehouse,P006,335,1,9,327,73,LOW
2026-06-12,W05,Warehouse,P006,327,29,10,346,73,LOW
2026-06-13,W05,Warehouse,P006,346,20,4,362,73,LOW
2026-06-14,W05,Warehouse,P006,362,22,25,359,73,LOW
2026-06-15,W05,Warehouse,P006,359,25,19,365,73,LOW
2026-06-16,W05,Warehouse,P006,365,41,8,398,73,LOW
2026-06-17,W05,Warehouse,P006,398,14,24,388,73,LOW
2026-06-18,W05,Warehouse,P006,388,23,37,374,73,LOW
2026-06-19,W05,Warehouse,P006,374,2,4,372,73,LOW
2026-06-20,W05,Warehouse,P006,372,15,16,371,73,LOW
2026-06-21,W05,Warehouse,P006,371,40,18,393,73,LOW
2026-06-22,W05,Warehouse,P006,393,21,6,408,73,LOW
2026-06-23,W05,Warehouse,P006,408,22,21,409,73,LOW
2026-06-24,W05,Warehouse,P006,409,29,24,414,73,LOW
2026-06-25,W05,Warehouse,P006,414,21,6,429,73,LOW
2026-06-26,W05,Warehouse,P006,429,8,6,431,73,LOW
2026-06-27,W05,Warehouse,P006,431,32,36,427,73,LOW
2026-06-28,W05,Warehouse,P006,427,46,13,460,73,LOW
2026-06-29,W05,Warehouse,P006,460,4,28,436,73,LOW
2026-06-30,W05,Warehouse,P006,436,2,26,412,73,LOW
2026-06-01,W05,Warehouse,P007,307,14,25,296,67,LOW
2026-06-02,W05,Warehouse,P007,296,23,21,298,67,LOW
2026-06-03,W05,Warehouse,P007,298,15,24,289,67,LOW
2026-06-04,W05,Warehouse,P007,289,18,17,290,67,LOW
2026-06-05,W05,Warehouse,P007,290,12,13,289,67,LOW
2026-06-06,W05,Warehouse,P007,289,30,11,308,67,LOW
2026-06-07,W05,Warehouse,P007,308,0,11,297,67,LOW
2026-06-08,W05,Warehouse,P007,297,14,12,299,67,LOW
2026-06-09,W05,Warehouse,P007,299,2,3,298,67,LOW
2026-06-10,W05,Warehouse,P007,298,11,12,297,67,LOW
2026-06-11,W05,Warehouse,P007,297,1,11,287,67,LOW
2026-06-12,W05,Warehouse,P007,287,11,0,298,67,LOW
2026-06-13,W05,Warehouse,P007,298,9,7,300,67,LOW
2026-06-14,W05,Warehouse,P007,300,5,22,283,67,LOW
2026-06-15,W05,Warehouse,P007,283,2,16,269,67,LOW
2026-06-16,W05,Warehouse,P007,269,21,20,270,67,LOW
2026-06-17,W05,Warehouse,P007,270,18,14,274,67,LOW
2026-06-18,W05,Warehouse,P007,274,25,23,276,67,LOW
2026-06-19,W05,Warehouse,P007,276,7,21,262,67,LOW
2026-06-20,W05,Warehouse,P007,262,14,2,274,67,LOW
2026-06-21,W05,Warehouse,P007,274,20,26,268,67,LOW
2026-06-22,W05,Warehouse,P007,268,4,0,272,67,LOW
2026-06-23,W05,Warehouse,P007,272,31,16,287,67,LOW
2026-06-24,W05,Warehouse,P007,287,7,22,272,67,LOW
2026-06-25,W05,Warehouse,P007,272,13,8,277,67,LOW
2026-06-26,W05,Warehouse,P007,277,9,16,270,67,LOW
2026-06-27,W05,Warehouse,P007,270,4,9,265,67,LOW
2026-06-28,W05,Warehouse,P007,265,10,1,274,67,LOW
2026-06-29,W05,Warehouse,P007,274,25,0,299,67,LOW
2026-06-30,W05,Warehouse,P007,299,35,2,332,67,LOW
2026-06-01,W05,Warehouse,P008,380,16,3,393,83,LOW
2026-06-02,W05,Warehouse,P008,393,17,23,387,83,LOW
2026-06-03,W05,Warehouse,P008,387,4,19,372,83,LOW
2026-06-04,W05,Warehouse,P008,372,35,16,391,83,LOW
2026-06-05,W05,Warehouse,P008,391,5,26,370,83,LOW
2026-06-06,W05,Warehouse,P008,370,8,0,378,83,LOW
2026-06-07,W05,Warehouse,P008,378,20,10,388,83,LOW
2026-06-08,W05,Warehouse,P008,388,1,29,360,83,LOW
2026-06-09,W05,Warehouse,P008,360,26,32,354,83,LOW
2026-06-10,W05,Warehouse,P008,354,21,15,360,83,LOW
2026-06-11,W05,Warehouse,P008,360,37,2,395,83,LOW
2026-06-12,W05,Warehouse,P008,395,17,31,381,83,LOW
2026-06-13,W05,Warehouse,P008,381,13,33,361,83,LOW
2026-06-14,W05,Warehouse,P008,361,12,14,359,83,LOW
2026-06-15,W05,Warehouse,P008,359,39,8,390,83,LOW
2026-06-16,W05,Warehouse,P008,390,46,1,435,83,LOW
2026-06-17,W05,Warehouse,P008,435,14,25,424,83,LOW
2026-06-18,W05,Warehouse,P008,424,31,38,417,83,LOW
2026-06-19,W05,Warehouse,P008,417,49,27,439,83,LOW
2026-06-20,W05,Warehouse,P008,439,35,13,461,83,LOW
2026-06-21,W05,Warehouse,P008,461,45,29,477,83,LOW
2026-06-22,W05,Warehouse,P008,477,1,39,439,83,LOW
2026-06-23,W05,Warehouse,P008,439,19,20,438,83,LOW
2026-06-24,W05,Warehouse,P008,438,26,35,429,83,LOW
2026-06-25,W05,Warehouse,P008,429,14,16,427,83,LOW
2026-06-26,W05,Warehouse,P008,427,2,14,415,83,LOW
2026-06-27,W05,Warehouse,P008,415,4,23,396,83,LOW
2026-06-28,W05,Warehouse,P008,396,43,18,421,83,LOW
2026-06-29,W05,Warehouse,P008,421,47,41,427,83,LOW
2026-06-30,W05,Warehouse,P008,427,2,21,408,83,LOW
2026-06-01,W05,Warehouse,P009,616,40,23,633,135,LOW
2026-06-02,W05,Warehouse,P009,633,65,24,674,135,LOW
2026-06-03,W05,Warehouse,P009,674,4,36,642,135,LOW
2026-06-04,W05,Warehouse,P009,642,16,22,636,135,LOW
2026-06-05,W05,Warehouse,P009,636,39,45,630,135,LOW
2026-06-06,W05,Warehouse,P009,630,21,23,628,135,LOW
2026-06-07,W05,Warehouse,P009,628,5,23,610,135,LOW
2026-06-08,W05,Warehouse,P009,610,44,37,617,135,LOW
2026-06-09,W05,Warehouse,P009,617,22,3,636,135,LOW
2026-06-10,W05,Warehouse,P009,636,45,41,640,135,LOW
2026-06-11,W05,Warehouse,P009,640,6,32,614,135,LOW
2026-06-12,W05,Warehouse,P009,614,7,27,594,135,LOW
2026-06-13,W05,Warehouse,P009,594,47,42,599,135,LOW
2026-06-14,W05,Warehouse,P009,599,52,44,607,135,LOW
2026-06-15,W05,Warehouse,P009,607,18,50,575,135,LOW
2026-06-16,W05,Warehouse,P009,575,24,21,578,135,LOW
2026-06-17,W05,Warehouse,P009,578,56,18,616,135,LOW
2026-06-18,W05,Warehouse,P009,616,5,43,578,135,LOW
2026-06-19,W05,Warehouse,P009,578,47,33,592,135,LOW
2026-06-20,W05,Warehouse,P009,592,10,37,565,135,LOW
2026-06-21,W05,Warehouse,P009,565,13,31,547,135,LOW
2026-06-22,W05,Warehouse,P009,547,34,41,540,135,LOW
2026-06-23,W05,Warehouse,P009,540,65,10,595,135,LOW
2026-06-24,W05,Warehouse,P009,595,8,32,571,135,LOW
2026-06-25,W05,Warehouse,P009,571,67,9,629,135,LOW
2026-06-26,W05,Warehouse,P009,629,38,25,642,135,LOW
2026-06-27,W05,Warehouse,P009,642,25,42,625,135,LOW
2026-06-28,W05,Warehouse,P009,625,23,30,618,135,LOW
2026-06-29,W05,Warehouse,P009,618,65,23,660,135,LOW
2026-06-30,W05,Warehouse,P009,660,1,58,603,135,LOW
2026-06-01,W05,Warehouse,P010,359,12,27,344,78,LOW
2026-06-02,W05,Warehouse,P010,344,32,17,359,78,LOW
2026-06-03,W05,Warehouse,P010,359,3,33,329,78,LOW
2026-06-04,W05,Warehouse,P010,329,27,13,343,78,LOW
2026-06-05,W05,Warehouse,P010,343,35,26,352,78,LOW
2026-06-06,W05,Warehouse,P010,352,33,5,380,78,LOW
2026-06-07,W05,Warehouse,P010,380,29,10,399,78,LOW
2026-06-08,W05,Warehouse,P010,399,3,13,389,78,LOW
2026-06-09,W05,Warehouse,P010,389,4,4,389,78,LOW
2026-06-10,W05,Warehouse,P010,389,34,19,404,78,LOW
2026-06-11,W05,Warehouse,P010,404,19,7,416,78,LOW
2026-06-12,W05,Warehouse,P010,416,40,26,430,78,LOW
2026-06-13,W05,Warehouse,P010,430,31,8,453,78,LOW
2026-06-14,W05,Warehouse,P010,453,6,5,454,78,LOW
2026-06-15,W05,Warehouse,P010,454,1,43,412,78,LOW
2026-06-16,W05,Warehouse,P010,412,18,26,404,78,LOW
2026-06-17,W05,Warehouse,P010,404,49,37,416,78,LOW
2026-06-18,W05,Warehouse,P010,416,16,20,412,78,LOW
2026-06-19,W05,Warehouse,P010,412,23,1,434,78,LOW
2026-06-20,W05,Warehouse,P010,434,41,24,451,78,LOW
2026-06-21,W05,Warehouse,P010,451,20,25,446,78,LOW
2026-06-22,W05,Warehouse,P010,446,40,0,486,78,LOW
2026-06-23,W05,Warehouse,P010,486,38,41,483,78,LOW
2026-06-24,W05,Warehouse,P010,483,43,29,497,78,LOW
2026-06-25,W05,Warehouse,P010,497,5,36,466,78,LOW
2026-06-26,W05,Warehouse,P010,466,43,22,487,78,LOW
2026-06-27,W05,Warehouse,P010,487,34,29,492,78,LOW
2026-06-28,W05,Warehouse,P010,492,7,12,487,78,LOW
2026-06-29,W05,Warehouse,P010,487,47,46,488,78,LOW
2026-06-30,W05,Warehouse,P010,488,16,19,485,78,LOW
2026-06-01,W05,Warehouse,P011,171,19,2,188,37,LOW
2026-06-02,W05,Warehouse,P011,188,6,1,193,37,LOW
2026-06-03,W05,Warehouse,P011,193,5,12,186,37,LOW
2026-06-04,W05,Warehouse,P011,186,8,17,177,37,LOW
2026-06-05,W05,Warehouse,P011,177,19,15,181,37,LOW
2026-06-06,W05,Warehouse,P011,181,15,12,184,37,LOW
2026-06-07,W05,Warehouse,P011,184,11,17,178,37,LOW
2026-06-08,W05,Warehouse,P011,178,2,12,168,37,LOW
2026-06-09,W05,Warehouse,P011,168,2,5,165,37,LOW
2026-06-10,W05,Warehouse,P011,165,5,9,161,37,LOW
2026-06-11,W05,Warehouse,P011,161,15,1,175,37,LOW
2026-06-12,W05,Warehouse,P011,175,12,3,184,37,LOW
2026-06-13,W05,Warehouse,P011,184,1,7,178,37,LOW
2026-06-14,W05,Warehouse,P011,178,12,3,187,37,LOW
2026-06-15,W05,Warehouse,P011,187,8,17,178,37,LOW
2026-06-16,W05,Warehouse,P011,178,7,16,169,37,LOW
2026-06-17,W05,Warehouse,P011,169,17,5,181,37,LOW
2026-06-18,W05,Warehouse,P011,181,12,12,181,37,LOW
2026-06-19,W05,Warehouse,P011,181,10,7,184,37,LOW
2026-06-20,W05,Warehouse,P011,184,7,2,189,37,LOW
2026-06-21,W05,Warehouse,P011,189,0,6,183,37,LOW
2026-06-22,W05,Warehouse,P011,183,17,4,196,37,LOW
2026-06-23,W05,Warehouse,P011,196,4,6,194,37,LOW
2026-06-24,W05,Warehouse,P011,194,14,4,204,37,LOW
2026-06-25,W05,Warehouse,P011,204,5,2,207,37,LOW
2026-06-26,W05,Warehouse,P011,207,8,4,211,37,LOW
2026-06-27,W05,Warehouse,P011,211,21,19,213,37,LOW
2026-06-28,W05,Warehouse,P011,213,9,1,221,37,LOW
2026-06-29,W05,Warehouse,P011,221,2,7,216,37,LOW
2026-06-30,W05,Warehouse,P011,216,12,11,217,37,LOW
2026-06-01,W05,Warehouse,P012,219,8,7,220,48,LOW
2026-06-02,W05,Warehouse,P012,220,7,11,216,48,LOW
2026-06-03,W05,Warehouse,P012,216,18,0,234,48,LOW
2026-06-04,W05,Warehouse,P012,234,13,14,233,48,LOW
2026-06-05,W05,Warehouse,P012,233,19,12,240,48,LOW
2026-06-06,W05,Warehouse,P012,240,15,16,239,48,LOW
2026-06-07,W05,Warehouse,P012,239,10,13,236,48,LOW
2026-06-08,W05,Warehouse,P012,236,9,10,235,48,LOW
2026-06-09,W05,Warehouse,P012,235,3,8,230,48,LOW
2026-06-10,W05,Warehouse,P012,230,3,5,228,48,LOW
2026-06-11,W05,Warehouse,P012,228,11,11,228,48,LOW
2026-06-12,W05,Warehouse,P012,228,26,0,254,48,LOW
2026-06-13,W05,Warehouse,P012,254,27,8,273,48,LOW
2026-06-14,W05,Warehouse,P012,273,24,18,279,48,LOW
2026-06-15,W05,Warehouse,P012,279,33,2,310,48,LOW
2026-06-16,W05,Warehouse,P012,310,36,1,345,48,LOW
2026-06-17,W05,Warehouse,P012,345,37,22,360,48,LOW
2026-06-18,W05,Warehouse,P012,360,21,14,367,48,LOW
2026-06-19,W05,Warehouse,P012,367,4,28,343,48,LOW
2026-06-20,W05,Warehouse,P012,343,30,31,342,48,LOW
2026-06-21,W05,Warehouse,P012,342,30,32,340,48,LOW
2026-06-22,W05,Warehouse,P012,340,37,14,363,48,LOW
2026-06-23,W05,Warehouse,P012,363,31,9,385,48,LOW
2026-06-24,W05,Warehouse,P012,385,38,23,400,48,LOW
2026-06-25,W05,Warehouse,P012,400,22,25,397,48,LOW
2026-06-26,W05,Warehouse,P012,397,13,24,386,48,LOW
2026-06-27,W05,Warehouse,P012,386,22,12,396,48,LOW
2026-06-28,W05,Warehouse,P012,396,47,2,441,48,LOW
2026-06-29,W05,Warehouse,P012,441,41,9,473,48,LOW
2026-06-30,W05,Warehouse,P012,473,13,7,479,48,LOW
2026-06-01,W05,Warehouse,P013,229,2,2,229,50,LOW
2026-06-02,W05,Warehouse,P013,229,23,20,232,50,LOW
2026-06-03,W05,Warehouse,P013,232,16,0,248,50,LOW
2026-06-04,W05,Warehouse,P013,248,26,14,260,50,LOW
2026-06-05,W05,Warehouse,P013,260,16,24,252,50,LOW
2026-06-06,W05,Warehouse,P013,252,12,9,255,50,LOW
2026-06-07,W05,Warehouse,P013,255,24,13,266,50,LOW
2026-06-08,W05,Warehouse,P013,266,23,18,271,50,LOW
2026-06-09,W05,Warehouse,P013,271,27,8,290,50,LOW
2026-06-10,W05,Warehouse,P013,290,2,13,279,50,LOW
2026-06-11,W05,Warehouse,P013,279,22,22,279,50,LOW
2026-06-12,W05,Warehouse,P013,279,9,20,268,50,LOW
2026-06-13,W05,Warehouse,P013,268,27,21,274,50,LOW
2026-06-14,W05,Warehouse,P013,274,27,26,275,50,LOW
2026-06-15,W05,Warehouse,P013,275,22,9,288,50,LOW
2026-06-16,W05,Warehouse,P013,288,15,20,283,50,LOW
2026-06-17,W05,Warehouse,P013,283,8,16,275,50,LOW
2026-06-18,W05,Warehouse,P013,275,19,17,277,50,LOW
2026-06-19,W05,Warehouse,P013,277,14,19,272,50,LOW
2026-06-20,W05,Warehouse,P013,272,2,20,254,50,LOW
2026-06-21,W05,Warehouse,P013,254,25,22,257,50,LOW
2026-06-22,W05,Warehouse,P013,257,29,8,278,50,LOW
2026-06-23,W05,Warehouse,P013,278,1,17,262,50,LOW
2026-06-24,W05,Warehouse,P013,262,2,7,257,50,LOW
2026-06-25,W05,Warehouse,P013,257,22,14,265,50,LOW
2026-06-26,W05,Warehouse,P013,265,20,19,266,50,LOW
2026-06-27,W05,Warehouse,P013,266,5,20,251,50,LOW
2026-06-28,W05,Warehouse,P013,251,18,10,259,50,LOW
2026-06-29,W05,Warehouse,P013,259,14,12,261,50,LOW
2026-06-30,W05,Warehouse,P013,261,17,8,270,50,LOW
2026-06-01,W05,Warehouse,P014,152,4,2,154,33,LOW
2026-06-02,W05,Warehouse,P014,154,6,3,157,33,LOW
2026-06-03,W05,Warehouse,P014,157,9,13,153,33,LOW
2026-06-04,W05,Warehouse,P014,153,2,4,151,33,LOW
2026-06-05,W05,Warehouse,P014,151,0,14,137,33,LOW
2026-06-06,W05,Warehouse,P014,137,11,3,145,33,LOW
2026-06-07,W05,Warehouse,P014,145,7,10,142,33,LOW
2026-06-08,W05,Warehouse,P014,142,16,8,150,33,LOW
2026-06-09,W05,Warehouse,P014,150,4,10,144,33,LOW
2026-06-10,W05,Warehouse,P014,144,12,9,147,33,LOW
2026-06-11,W05,Warehouse,P014,147,0,9,138,33,LOW
2026-06-12,W05,Warehouse,P014,138,0,11,127,33,LOW
2026-06-13,W05,Warehouse,P014,127,13,6,134,33,LOW
2026-06-14,W05,Warehouse,P014,134,10,0,144,33,LOW
2026-06-15,W05,Warehouse,P014,144,15,3,156,33,LOW
2026-06-16,W05,Warehouse,P014,156,4,10,150,33,LOW
2026-06-17,W05,Warehouse,P014,150,16,7,159,33,LOW
2026-06-18,W05,Warehouse,P014,159,9,8,160,33,LOW
2026-06-19,W05,Warehouse,P014,160,5,9,156,33,LOW
2026-06-20,W05,Warehouse,P014,156,18,5,169,33,LOW
2026-06-21,W05,Warehouse,P014,169,16,12,173,33,LOW
2026-06-22,W05,Warehouse,P014,173,17,12,178,33,LOW
2026-06-23,W05,Warehouse,P014,178,20,12,186,33,LOW
2026-06-24,W05,Warehouse,P014,186,22,12,196,33,LOW
2026-06-25,W05,Warehouse,P014,196,20,16,200,33,LOW
2026-06-26,W05,Warehouse,P014,200,24,11,213,33,LOW
2026-06-27,W05,Warehouse,P014,213,18,20,211,33,LOW
2026-06-28,W05,Warehouse,P014,211,9,2,218,33,LOW
2026-06-29,W05,Warehouse,P014,218,23,13,228,33,LOW
2026-06-30,W05,Warehouse,P014,228,11,15,224,33,LOW
2026-06-01,W05,Warehouse,P015,182,0,8,174,40,LOW
2026-06-02,W05,Warehouse,P015,174,5,4,175,40,LOW
2026-06-03,W05,Warehouse,P015,175,20,9,186,40,LOW
2026-06-04,W05,Warehouse,P015,186,3,6,183,40,LOW
2026-06-05,W05,Warehouse,P015,183,5,16,172,40,LOW
2026-06-06,W05,Warehouse,P015,172,6,6,172,40,LOW
2026-06-07,W05,Warehouse,P015,172,7,2,177,40,LOW
2026-06-08,W05,Warehouse,P015,177,17,9,185,40,LOW
2026-06-09,W05,Warehouse,P015,185,10,7,188,40,LOW
2026-06-10,W05,Warehouse,P015,188,15,1,202,40,LOW
2026-06-11,W05,Warehouse,P015,202,23,11,214,40,LOW
2026-06-12,W05,Warehouse,P015,214,5,11,208,40,LOW
2026-06-13,W05,Warehouse,P015,208,22,3,227,40,LOW
2026-06-14,W05,Warehouse,P015,227,14,13,228,40,LOW
2026-06-15,W05,Warehouse,P015,228,22,12,238,40,LOW
2026-06-16,W05,Warehouse,P015,238,21,17,242,40,LOW
2026-06-17,W05,Warehouse,P015,242,26,8,260,40,LOW
2026-06-18,W05,Warehouse,P015,260,22,6,276,40,LOW
2026-06-19,W05,Warehouse,P015,276,28,25,279,40,LOW
2026-06-20,W05,Warehouse,P015,279,10,15,274,40,LOW
2026-06-21,W05,Warehouse,P015,274,27,0,301,40,LOW
2026-06-22,W05,Warehouse,P015,301,26,24,303,40,LOW
2026-06-23,W05,Warehouse,P015,303,32,5,330,40,LOW
2026-06-24,W05,Warehouse,P015,330,31,25,336,40,LOW
2026-06-25,W05,Warehouse,P015,336,0,23,313,40,LOW
2026-06-26,W05,Warehouse,P015,313,24,30,307,40,LOW
2026-06-27,W05,Warehouse,P015,307,1,28,280,40,LOW
2026-06-28,W05,Warehouse,P015,280,19,7,292,40,LOW
2026-06-29,W05,Warehouse,P015,292,13,22,283,40,LOW
2026-06-30,W05,Warehouse,P015,283,34,8,309,40,LOW
2026-06-01,F01,Factory,P001,280,34,17,297,61,LOW
2026-06-02,F01,Factory,P001,297,7,17,287,61,LOW
2026-06-03,F01,Factory,P001,287,28,1,314,61,LOW
2026-06-04,F01,Factory,P001,314,3,0,317,61,LOW
2026-06-05,F01,Factory,P001,317,22,1,338,61,LOW
2026-06-06,F01,Factory,P001,338,39,4,373,61,LOW
2026-06-07,F01,Factory,P001,373,3,9,367,61,LOW
2026-06-08,F01,Factory,P001,367,34,32,369,61,LOW
2026-06-09,F01,Factory,P001,369,11,18,362,61,LOW
2026-06-10,F01,Factory,P001,362,34,28,368,61,LOW
2026-06-11,F01,Factory,P001,368,7,30,345,61,LOW
2026-06-12,F01,Factory,P001,345,37,24,358,61,LOW
2026-06-13,F01,Factory,P001,358,23,13,368,61,LOW
2026-06-14,F01,Factory,P001,368,40,31,377,61,LOW
2026-06-15,F01,Factory,P001,377,24,27,374,61,LOW
2026-06-16,F01,Factory,P001,374,18,27,365,61,LOW
2026-06-17,F01,Factory,P001,365,4,32,337,61,LOW
2026-06-18,F01,Factory,P001,337,21,19,339,61,LOW
2026-06-19,F01,Factory,P001,339,7,17,329,61,LOW
2026-06-20,F01,Factory,P001,329,0,28,301,61,LOW
2026-06-21,F01,Factory,P001,301,27,13,315,61,LOW
2026-06-22,F01,Factory,P001,315,32,25,322,61,LOW
2026-06-23,F01,Factory,P001,322,4,1,325,61,LOW
2026-06-24,F01,Factory,P001,325,10,0,335,61,LOW
2026-06-25,F01,Factory,P001,335,23,17,341,61,LOW
2026-06-26,F01,Factory,P001,341,22,2,361,61,LOW
2026-06-27,F01,Factory,P001,361,41,35,367,61,LOW
2026-06-28,F01,Factory,P001,367,26,0,393,61,LOW
2026-06-29,F01,Factory,P001,393,19,28,384,61,LOW
2026-06-30,F01,Factory,P001,384,35,9,410,61,LOW
2026-06-01,F01,Factory,P002,248,25,23,250,54,LOW
2026-06-02,F01,Factory,P002,250,15,9,256,54,LOW
2026-06-03,F01,Factory,P002,256,16,0,272,54,LOW
2026-06-04,F01,Factory,P002,272,17,0,289,54,LOW
2026-06-05,F01,Factory,P002,289,1,15,275,54,LOW
2026-06-06,F01,Factory,P002,275,17,26,266,54,LOW
2026-06-07,F01,Factory,P002,266,16,25,257,54,LOW
2026-06-08,F01,Factory,P002,257,25,8,274,54,LOW
2026-06-09,F01,Factory,P002,274,31,13,292,54,LOW
2026-06-10,F01,Factory,P002,292,21,2,311,54,LOW
2026-06-11,F01,Factory,P002,311,8,16,303,54,LOW
2026-06-12,F01,Factory,P002,303,10,17,296,54,LOW
2026-06-13,F01,Factory,P002,296,2,7,291,54,LOW
2026-06-14,F01,Factory,P002,291,23,17,297,54,LOW
2026-06-15,F01,Factory,P002,297,36,26,307,54,LOW
2026-06-16,F01,Factory,P002,307,30,0,337,54,LOW
2026-06-17,F01,Factory,P002,337,25,7,355,54,LOW
2026-06-18,F01,Factory,P002,355,11,7,359,54,LOW
2026-06-19,F01,Factory,P002,359,20,4,375,54,LOW
2026-06-20,F01,Factory,P002,375,24,6,393,54,LOW
2026-06-21,F01,Factory,P002,393,24,24,393,54,LOW
2026-06-22,F01,Factory,P002,393,8,4,397,54,LOW
2026-06-23,F01,Factory,P002,397,39,28,408,54,LOW
2026-06-24,F01,Factory,P002,408,13,35,386,54,LOW
2026-06-25,F01,Factory,P002,386,10,35,361,54,LOW
2026-06-26,F01,Factory,P002,361,5,23,343,54,LOW
2026-06-27,F01,Factory,P002,343,0,6,337,54,LOW
2026-06-28,F01,Factory,P002,337,16,2,351,54,LOW
2026-06-29,F01,Factory,P002,351,19,8,362,54,LOW
2026-06-30,F01,Factory,P002,362,4,34,332,54,LOW
2026-06-01,F01,Factory,P003,131,15,12,134,28,LOW
2026-06-02,F01,Factory,P003,134,2,4,132,28,LOW
2026-06-03,F01,Factory,P003,132,5,4,133,28,LOW
2026-06-04,F01,Factory,P003,133,6,6,133,28,LOW
2026-06-05,F01,Factory,P003,133,7,3,137,28,LOW
2026-06-06,F01,Factory,P003,137,16,12,141,28,LOW
2026-06-07,F01,Factory,P003,141,5,3,143,28,LOW
2026-06-08,F01,Factory,P003,143,9,5,147,28,LOW
2026-06-09,F01,Factory,P003,147,17,6,158,28,LOW
2026-06-10,F01,Factory,P003,158,0,1,157,28,LOW
2026-06-11,F01,Factory,P003,157,1,5,153,28,LOW
2026-06-12,F01,Factory,P003,153,6,12,147,28,LOW
2026-06-13,F01,Factory,P003,147,16,1,162,28,LOW
2026-06-14,F01,Factory,P003,162,18,9,171,28,LOW
2026-06-15,F01,Factory,P003,171,6,6,171,28,LOW
2026-06-16,F01,Factory,P003,171,9,2,178,28,LOW
2026-06-17,F01,Factory,P003,178,19,0,197,28,LOW
2026-06-18,F01,Factory,P003,197,1,5,193,28,LOW
2026-06-19,F01,Factory,P003,193,3,1,195,28,LOW
2026-06-20,F01,Factory,P003,195,9,7,197,28,LOW
2026-06-21,F01,Factory,P003,197,3,15,185,28,LOW
2026-06-22,F01,Factory,P003,185,20,12,193,28,LOW
2026-06-23,F01,Factory,P003,193,12,18,187,28,LOW
2026-06-24,F01,Factory,P003,187,8,7,188,28,LOW
2026-06-25,F01,Factory,P003,188,0,12,176,28,LOW
2026-06-26,F01,Factory,P003,176,2,11,167,28,LOW
2026-06-27,F01,Factory,P003,167,15,3,179,28,LOW
2026-06-28,F01,Factory,P003,179,13,5,187,28,LOW
2026-06-29,F01,Factory,P003,187,9,9,187,28,LOW
2026-06-30,F01,Factory,P003,187,5,14,178,28,LOW
2026-06-01,F01,Factory,P004,91,4,4,91,20,LOW
2026-06-02,F01,Factory,P004,91,8,2,97,20,LOW
2026-06-03,F01,Factory,P004,97,5,8,94,20,LOW
2026-06-04,F01,Factory,P004,94,4,1,97,20,LOW
2026-06-05,F01,Factory,P004,97,3,8,92,20,LOW
2026-06-06,F01,Factory,P004,92,8,7,93,20,LOW
2026-06-07,F01,Factory,P004,93,2,7,88,20,LOW
2026-06-08,F01,Factory,P004,88,4,6,86,20,LOW
2026-06-09,F01,Factory,P004,86,8,1,93,20,LOW
2026-06-10,F01,Factory,P004,93,10,5,98,20,LOW
2026-06-11,F01,Factory,P004,98,8,6,100,20,LOW
2026-06-12,F01,Factory,P004,100,2,7,95,20,LOW
2026-06-13,F01,Factory,P004,95,2,2,95,20,LOW
2026-06-14,F01,Factory,P004,95,1,1,95,20,LOW
